date,source,image_id,pre_post,aoi_cloud_pct,tile_cloud_pct,aoi_covered,in_clean_set,flags
2022-03-19,sentinel2,20220319T073629_20220319T075418_T37MBU,POST,14.97,6.446628,True,True,OUT_OF_SEASON|POST_INTERVENTION
2022-03-24,sentinel2,20220324T073621_20220324T074201_T37MBU,POST,38.9,38.359576,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-04-03,sentinel2,20220403T073611_20220403T074200_T37MBU,POST,98.84,43.495938,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-04-08,sentinel2,20220408T073609_20220408T075437_T37MBU,POST,91.3,32.800484,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-04-08,sentinel2,20220408T073609_20220408T075437_T37MCU,POST,91.59,44.494352,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-04-13,sentinel2,20220413T073621_20220413T074201_T37MBU,POST,40.28,38.741398,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-04-13,sentinel2,20220413T073621_20220413T074201_T37MCU,POST,42.07,31.885204,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-05-08,sentinel2,20220508T073609_20220508T075436_T37MBU,POST,0.0,41.727829,True,True,POST_INTERVENTION
2022-05-08,sentinel2,20220508T073609_20220508T075436_T37MCU,POST,0.0,18.158035,True,True,POST_INTERVENTION
2022-05-13,sentinel2,20220513T073621_20220513T075444_T37MBU,POST,0.0,2.158175,True,True,POST_INTERVENTION
2022-05-13,sentinel2,20220513T073621_20220513T075444_T37MCU,POST,0.0,48.713148,True,True,POST_INTERVENTION
2022-05-23,sentinel2,20220523T073621_20220523T075447_T37MBU,POST,0.0,16.374879,True,True,POST_INTERVENTION
2022-05-23,sentinel2,20220523T073621_20220523T075447_T37MCU,POST,0.0,5.643465,True,True,POST_INTERVENTION
2022-06-07,sentinel2,20220607T073619_20220607T075441_T37MCU,POST,92.62,47.815272,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-06-17,sentinel2,20220617T073619_20220617T075444_T37MCU,POST,4.35,44.497576,True,True,OUT_OF_SEASON|POST_INTERVENTION
2022-07-02,sentinel2,20220702T073631_20220702T075453_T37MBU,POST,38.76,16.67884,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-07-02,sentinel2,20220702T073631_20220702T075453_T37MCU,POST,41.88,15.898398,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-08-06,sentinel2,20220806T073619_20220806T075444_T37MCU,POST,100.0,45.864755,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-08-21,sentinel2,20220821T073631_20220821T075453_T37MBU,POST,0.0,9.337076,True,True,OUT_OF_SEASON|POST_INTERVENTION
2022-08-21,sentinel2,20220821T073631_20220821T075453_T37MCU,POST,0.0,25.422457,True,True,OUT_OF_SEASON|POST_INTERVENTION
2022-09-05,sentinel2,20220905T073619_20220905T075441_T37MBU,POST,0.02,36.305675,True,True,OUT_OF_SEASON|POST_INTERVENTION
2022-09-05,sentinel2,20220905T073619_20220905T075441_T37MCU,POST,0.1,38.857672,True,True,OUT_OF_SEASON|POST_INTERVENTION
2022-09-10,sentinel2,20220910T073621_20220910T075451_T37MCU,POST,30.36,11.523605,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-09-20,sentinel2,20220920T073621_20220920T075448_T37MBU,POST,65.85,46.926185,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-09-25,sentinel2,20220925T073639_20220925T075348_T37MBU,POST,4.37,37.017962,True,True,OUT_OF_SEASON|POST_INTERVENTION
2022-10-10,sentinel2,20221010T073831_20221010T075445_T37MCU,POST,71.51,25.295305,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2022-10-10,sentinel2,20221010T073831_20221010T075445_T37MBU,POST,70.0,36.045441,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2022-10-15,sentinel2,20221015T073859_20221015T075439_T37MBU,POST,36.52,7.085414,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2022-10-15,sentinel2,20221015T073859_20221015T075439_T37MCU,POST,38.65,6.022369,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2022-10-20,sentinel2,20221020T073931_20221020T075442_T37MCU,POST,60.92,48.768416,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2022-10-25,sentinel2,20221025T073959_20221025T075439_T37MBU,POST,11.43,8.153851,True,True,POST_INTERVENTION
2022-10-25,sentinel2,20221025T073959_20221025T075439_T37MCU,POST,12.45,21.963477,True,True,POST_INTERVENTION
2022-10-30,sentinel2,20221030T074041_20221030T075444_T37MBU,POST,45.28,40.800592,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2022-11-19,sentinel2,20221119T074221_20221119T075445_T37MBU,POST,83.27,46.811235,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2022-12-09,sentinel2,20221209T074321_20221209T075546_T37MBU,POST,67.24,35.311505,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-12-09,sentinel2,20221209T074321_20221209T075546_T37MCU,POST,69.08,36.203748,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-12-19,sentinel2,20221219T074331_20221219T075556_T37MBU,POST,28.47,18.996429,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-12-19,sentinel2,20221219T074331_20221219T075556_T37MCU,POST,24.76,8.078709,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-12-24,sentinel2,20221224T074229_20221224T075513_T37MBU,POST,43.81,37.773448,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2022-12-29,sentinel2,20221229T074321_20221229T075554_T37MBU,POST,99.64,37.142286,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-01-08,sentinel2,20230108T074311_20230108T075537_T37MBU,POST,57.42,3.866454,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-01-13,sentinel2,20230113T074159_20230113T075436_T37MBU,POST,1.64,0.566315,True,True,POST_INTERVENTION
2023-01-13,sentinel2,20230113T074159_20230113T075436_T37MCU,POST,1.8,32.20776,True,True,POST_INTERVENTION
2023-01-18,sentinel2,20230118T074231_20230118T075504_T37MBU,POST,0.0,0.004665,True,True,POST_INTERVENTION
2023-01-18,sentinel2,20230118T074231_20230118T075504_T37MCU,POST,0.0,0.0,True,True,POST_INTERVENTION
2023-01-28,sentinel2,20230128T074151_20230128T075439_T37MBU,POST,0.0,0.0,True,True,POST_INTERVENTION
2023-01-28,sentinel2,20230128T074151_20230128T075439_T37MCU,POST,0.0,25.858819,True,True,POST_INTERVENTION
2023-02-02,sentinel2,20230202T074029_20230202T075438_T37MBU,POST,51.76,26.200151,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-02-02,sentinel2,20230202T074029_20230202T075438_T37MCU,POST,55.89,22.450307,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-02-07,sentinel2,20230207T074101_20230207T075440_T37MBU,POST,0.0,0.906099,True,True,POST_INTERVENTION
2023-02-07,sentinel2,20230207T074101_20230207T075440_T37MCU,POST,0.0,2.102554,True,True,POST_INTERVENTION
2023-02-12,sentinel2,20230212T074009_20230212T075436_T37MCU,POST,0.0,20.85795,True,True,POST_INTERVENTION
2023-02-12,sentinel2,20230212T074009_20230212T075436_T37MBU,POST,0.0,2.440344,True,True,POST_INTERVENTION
2023-02-17,sentinel2,20230217T074001_20230217T075436_T37MBU,POST,0.0,0.922127,True,True,POST_INTERVENTION
2023-02-17,sentinel2,20230217T074001_20230217T075436_T37MCU,POST,0.0,37.865257,True,True,POST_INTERVENTION
2023-02-22,sentinel2,20230222T073929_20230222T075440_T37MBU,POST,0.0,0.287716,True,True,POST_INTERVENTION
2023-02-22,sentinel2,20230222T073929_20230222T075440_T37MCU,POST,0.0,8.574384,True,True,POST_INTERVENTION
2023-02-27,sentinel2,20230227T073851_20230227T075438_T37MBU,POST,99.92,31.697389,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-03-04,sentinel2,20230304T073819_20230304T075710_T37MBU,POST,60.33,18.754746,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-03-04,sentinel2,20230304T073819_20230304T075710_T37MCU,POST,60.97,24.845432,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-03-09,sentinel2,20230309T073731_20230309T075805_T37MBU,POST,0.0,0.260102,True,True,OUT_OF_SEASON|POST_INTERVENTION
2023-03-09,sentinel2,20230309T073731_20230309T075805_T37MCU,POST,0.0,0.493173,True,True,OUT_OF_SEASON|POST_INTERVENTION
2023-04-03,sentinel2,20230403T073619_20230403T075443_T37MBU,POST,28.0,47.762781,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-04-23,sentinel2,20230423T073619_20230423T075442_T37MCU,POST,38.73,46.595594,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-05-13,sentinel2,20230513T073619_20230513T075443_T37MCU,POST,23.75,47.180495,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-05-13,sentinel2,20230513T073619_20230513T075443_T37MBU,POST,20.19,46.200982,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-05-18,sentinel2,20230518T073621_20230518T075826_T37MBU,POST,99.93,48.513198,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-05-23,sentinel2,20230523T073619_20230523T075441_T37MBU,POST,18.19,49.959686,True,True,POST_INTERVENTION
2023-05-28,sentinel2,20230528T073621_20230528T075440_T37MBU,POST,53.81,46.983874,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-05-28,sentinel2,20230528T073621_20230528T075440_T37MCU,POST,54.78,42.484936,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-06-02,sentinel2,20230602T073619_20230602T075440_T37MCU,POST,70.26,10.417404,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-06-07,sentinel2,20230607T073621_20230607T075440_T37MBU,POST,0.0,22.395387,True,True,OUT_OF_SEASON|POST_INTERVENTION
2023-06-07,sentinel2,20230607T073621_20230607T075440_T37MCU,POST,0.0,7.141081,True,True,OUT_OF_SEASON|POST_INTERVENTION
2023-06-12,sentinel2,20230612T073619_20230612T075442_T37MBU,POST,48.22,33.562043,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-07-22,sentinel2,20230722T073619_20230722T075442_T37MCU,POST,100.0,47.72189,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-07-27,sentinel2,20230727T073621_20230727T075808_T37MCU,POST,99.21,18.220338,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-08-21,sentinel2,20230821T073619_20230821T075437_T37MBU,POST,0.0,18.007718,True,True,OUT_OF_SEASON|POST_INTERVENTION
2023-08-26,sentinel2,20230826T073621_20230826T074940_T37MBU,POST,0.0,1.349813,True,True,OUT_OF_SEASON|POST_INTERVENTION
2023-08-26,sentinel2,20230826T073621_20230826T074940_T37MCU,POST,0.0,1.239146,True,True,OUT_OF_SEASON|POST_INTERVENTION
2023-09-05,sentinel2,20230905T073621_20230905T074939_T37MCU,POST,44.16,19.212863,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-09-05,sentinel2,20230905T073621_20230905T074939_T37MBU,POST,43.52,18.422577,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-09-10,sentinel2,20230910T073619_20230910T074832_T37MBU,POST,25.42,31.971592,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-09-10,sentinel2,20230910T073619_20230910T074832_T37MCU,POST,24.74,15.115352,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-09-20,sentinel2,20230920T073619_20230920T075845_T37MBU,POST,63.48,36.35923,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-09-20,sentinel2,20230920T073619_20230920T075845_T37MCU,POST,65.41,19.379358,True,False,OUT_OF_SEASON|HIGH_AOI_CLOUD|POST_INTERVENTION
2023-09-25,sentinel2,20230925T073641_20230925T075645_T37MBU,POST,0.0,6.779334,True,True,OUT_OF_SEASON|POST_INTERVENTION
2023-09-25,sentinel2,20230925T073641_20230925T075645_T37MCU,POST,0.0,4.286359,True,True,OUT_OF_SEASON|POST_INTERVENTION
2023-10-10,sentinel2,20231010T073829_20231010T075331_T37MBU,POST,3.96,13.043958,True,True,POST_INTERVENTION
2023-10-10,sentinel2,20231010T073829_20231010T075331_T37MCU,POST,4.37,3.120919,True,True,POST_INTERVENTION
2023-10-15,sentinel2,20231015T073901_20231015T075641_T37MBU,POST,96.85,32.958844,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
2023-10-15,sentinel2,20231015T073901_20231015T075641_T37MCU,POST,97.97,49.031931,True,False,HIGH_AOI_CLOUD|POST_INTERVENTION
