aoi,date,doy,month,year,period,is_drought,valid_fraction,vegetation_fraction,vegetation_ha,water_fraction,water_ha,mean_ndvi
control,2018-06-28 07:36:09.024,179,6,2018,pre,False,0.9948514851485148,0.9799960191082803,98.47,0.0,0.0,0.58827263
control,2018-07-08 07:36:09.024,189,7,2018,pre,False,0.921980198019802,0.9735824742268041,90.66,0.0,0.0,0.53818965
control,2018-08-02 07:36:11.024,214,8,2018,pre,False,0.9005940594059406,0.8047493403693932,73.2,0.0,0.0,0.40400884
control,2018-08-07 07:36:09.024,219,8,2018,pre,False,0.996039603960396,0.8569582504970179,86.21000000000001,0.0,0.0,0.41581258
control,2018-08-27 07:37:19.024,239,8,2018,pre,False,0.9988118811881188,0.5323156225218081,53.7,0.0,0.0,0.3112703
control,2018-09-11 07:36:11.024,254,9,2018,pre,False,1.0,0.6712871287128713,67.8,0.0,0.0,0.3536914
control,2018-09-16 07:36:09.024,259,9,2018,pre,False,1.0,0.6208910891089109,62.71,0.0,0.0,0.33836976
control,2018-10-01 07:37:21.024,274,10,2018,build,False,1.0,0.46752475247524755,47.22,0.0,0.0,0.30477607
control,2018-10-11 07:38:31.024,284,10,2018,build,False,0.9924752475247525,0.2388268156424581,23.94,0.0,0.0,0.25549993
control,2018-10-16 07:38:59.024,289,10,2018,build,False,0.9710891089108911,0.328405383360522,32.21,0.0,0.0,0.26933947
control,2018-10-31 07:40:41.024,304,10,2018,build,False,1.0,0.34405940594059403,34.75,0.0,0.0,0.2676811
control,2018-11-05 07:41:09.024,309,11,2018,post,False,1.0,0.3799009900990099,38.37,0.0,0.0,0.2771945
control,2018-12-15 07:43:19.024,349,12,2018,post,False,0.8669306930693069,0.9604842393787117,84.10000000000001,0.0015989036089538603,0.14,0.5187316
control,2018-12-25 07:43:29.024,359,12,2018,post,False,0.994059405940594,0.9873505976095618,99.13,0.0,0.0,0.585015
control,2019-01-14 07:42:49.024,14,1,2019,post,False,0.9362376237623763,0.9885786802030457,93.48,0.0,0.0,0.63092077
control,2019-01-29 07:41:51.024,29,1,2019,post,False,0.9841584158415841,0.975251509054326,96.94,0.0,0.0,0.5229653
control,2019-02-03 07:41:29.024,34,2,2019,post,False,1.0,0.9802970297029703,99.01,0.0,0.0,0.52472365
control,2019-02-18 07:39:51.024,49,2,2019,post,False,1.0,0.9240594059405941,93.33,0.0,0.0,0.4314901
control,2019-02-28 07:38:41.024,59,2,2019,post,False,1.0,0.764950495049505,77.26,0.0,0.0,0.37972867
control,2019-03-15 07:36:59.024,74,3,2019,post,False,1.0,0.6008910891089109,60.69,0.0,0.0,0.3478235
control,2019-04-09 07:36:11.024,99,4,2019,post,False,0.9835643564356435,0.3432655526474733,34.1,0.0,0.0,0.27148044
control,2019-04-14 07:36:19.024,104,4,2019,post,False,0.9992079207920792,0.38951644867221563,39.31,0.0,0.0,0.28235242
control,2019-05-09 07:36:21.024,129,5,2019,post,False,0.9318811881188119,0.6171908202294942,58.09,0.0,0.0,0.35051036
control,2019-06-13 07:36:19.024,164,6,2019,post,False,0.928910891089109,0.21232146663824344,19.92,0.0,0.0,0.24931447
control,2019-06-23 07:36:19.024,174,6,2019,post,False,0.9796039603960396,0.1641398827572266,16.240000000000002,0.0,0.0,0.24978942
control,2019-07-18 07:36:21.024,199,7,2019,post,False,1.0,0.35138613861386137,35.49,0.0,0.0,0.27702764
control,2019-07-23 07:36:19.024,204,7,2019,post,False,1.0,0.2627722772277228,26.54,0.0,0.0,0.25873375
control,2019-09-01 07:36:19.024,244,9,2019,post,False,1.0,0.07455445544554455,7.53,0.0,0.0,0.19643243
control,2019-09-11 07:36:19.024,254,9,2019,post,False,0.9481188118811881,0.1080827067669173,10.35,0.00010442773600668337,0.01,0.19865763
control,2019-10-16 07:39:11.024,289,10,2019,post,False,0.9801980198019802,0.3984848484848485,39.45,0.0,0.0,0.2969133
control,2019-10-21 07:39:39.024,294,10,2019,post,False,0.9881188118811881,0.5722444889779559,57.11,0.0,0.0,0.3539838
control,2019-12-15 07:43:21.024,349,12,2019,post,False,0.9853465346534653,0.9963826366559485,99.16,0.00020096463022508038,0.02,0.70194286
control,2019-12-20 07:42:29.024,354,12,2019,post,False,1.0,0.9967326732673267,100.67,0.0,0.0,0.69430035
control,2019-12-25 07:43:21.024,359,12,2019,post,False,0.9671287128712871,0.9963144963144963,97.32000000000001,0.0,0.0,0.69162744
control,2020-01-04 07:43:11.024,4,1,2020,post,False,1.0,0.9972277227722772,100.72,0.0,0.0,0.724306
control,2020-01-14 07:42:51.024,14,1,2020,post,False,0.9944554455445545,0.9978096375945839,100.22,0.0,0.0,0.6651463
control,2020-02-03 07:41:21.024,34,2,2020,post,False,0.9487128712871287,0.9830932999373826,94.2,0.0002087246921310791,0.02,0.67196995
control,2020-02-28 07:38:39.024,59,2,2020,post,False,0.9825742574257426,0.9938532849657397,98.63,0.0,0.0,0.6448354
control,2020-03-09 07:37:29.024,69,3,2020,post,False,0.9988118811881188,0.985725614591594,99.44,0.0,0.0,0.6314058
control,2020-03-14 07:36:51.024,74,3,2020,post,False,1.0,0.9946534653465346,100.46000000000001,0.0,0.0,0.6196438
control,2020-04-03 07:36:11.024,94,4,2020,post,False,0.9051485148514852,0.9839203675344563,89.95,0.0,0.0,0.57176536
control,2020-05-13 07:36:21.024,134,5,2020,post,False,1.0,0.9911881188118812,100.11,0.0,0.0,0.6583247
control,2020-06-07 07:36:19.024,159,6,2020,post,False,0.8867326732673267,0.9245198749441715,82.8,0.0,0.0,0.56058824
control,2020-06-27 07:36:19.024,179,6,2020,post,False,0.9132673267326733,0.9585862966175195,88.42,0.00010841283607979184,0.01,0.5491406
control,2020-08-06 07:36:19.024,219,8,2020,post,False,0.9409900990099009,0.8600589225589226,81.74,0.0,0.0,0.42216477
control,2020-08-11 07:36:21.024,224,8,2020,post,False,0.9861386138613861,0.7490963855421687,74.61,0.0,0.0,0.37123114
control,2020-08-31 07:36:21.024,244,8,2020,post,False,1.0,0.7855445544554456,79.34,0.0,0.0,0.39255193
control,2020-09-25 07:36:49.024,269,9,2020,post,False,1.0,0.5311881188118812,53.65,0.0,0.0,0.31489688
control,2020-10-05 07:37:49.024,279,10,2020,post,True,0.9932673267326733,0.5156499202551834,51.730000000000004,0.0,0.0,0.32072228
control,2020-10-10 07:38:31.024,284,10,2020,post,True,1.0,0.5046534653465347,50.97,0.0,0.0,0.31245422
control,2020-10-15 07:39:09.024,289,10,2020,post,True,1.0,0.4913861386138614,49.63,0.0,0.0,0.31038496
control,2020-10-25 07:40:09.024,299,10,2020,post,True,0.8621782178217822,0.31798346348185574,27.69,0.0,0.0,0.25056165
control,2020-11-19 07:42:21.024,324,11,2020,post,True,0.8938613861386139,0.5176118741692513,46.730000000000004,0.0,0.0,0.3289513
control,2020-12-14 07:42:29.024,349,12,2020,post,True,1.0,0.9863366336633663,99.62,0.0,0.0,0.5634244
control,2021-01-03 07:42:19.024,3,1,2021,post,True,1.0,0.991980198019802,100.19,0.0,0.0,0.5969344
control,2021-01-08 07:43:11.024,8,1,2021,post,True,1.0,0.9904950495049505,100.04,0.0,0.0,0.6041998
control,2021-01-28 07:42:01.024,28,1,2021,post,True,1.0,0.9921782178217822,100.21000000000001,0.0,0.0,0.63906837
control,2021-02-02 07:40:29.024,33,2,2021,post,True,1.0,0.9882178217821782,99.81,0.0,0.0,0.60798347
control,2021-02-17 07:40:01.024,48,2,2021,post,True,1.0,0.9930693069306931,100.3,0.0,0.0,0.6004414
control,2021-02-27 07:38:51.024,58,2,2021,post,True,1.0,0.9761386138613861,98.59,0.0,0.0,0.5278765
control,2021-03-04 07:38:09.024,63,3,2021,post,True,0.9477227722772277,0.8720225658169661,83.47,0.0,0.0,0.4388105
control,2021-05-03 07:36:09.024,123,5,2021,post,True,0.956039603960396,0.9366197183098591,90.44,0.0,0.0,0.49031588
control,2021-06-07 07:36:11.024,158,6,2021,post,True,0.9952475247524752,0.9828889773179467,98.8,0.0,0.0,0.60432744
control,2021-07-22 07:36:19.024,203,7,2021,post,True,0.9548514851485148,0.9394442140190792,90.60000000000001,0.0,0.0,0.4723871
control,2021-08-21 07:36:09.024,233,8,2021,post,True,1.0,0.6688118811881189,67.55,0.0,0.0,0.34126604
control,2021-08-26 07:36:11.024,238,8,2021,post,True,1.0,0.6152475247524752,62.14,0.0,0.0,0.33413318
control,2021-09-25 07:36:41.024,268,9,2021,post,True,1.0,0.3295049504950495,33.28,0.0,0.0,0.2723521
control,2021-11-09 07:40:39.024,313,11,2021,post,True,1.0,0.30405940594059405,30.71,0.0,0.0,0.25805578
control,2021-11-14 07:41:51.024,318,11,2021,post,True,1.0,0.2723762376237624,27.51,0.0,0.0,0.24784026
control,2021-11-19 07:41:19.024,323,11,2021,post,True,1.0,0.45851485148514853,46.31,0.0,0.0,0.30184618
control,2021-11-24 07:42:41.024,328,11,2021,post,True,1.0,0.498019801980198,50.300000000000004,0.0,0.0,0.3175432
control,2021-12-09 07:42:19.024,343,12,2021,post,True,0.9996039603960396,0.9559231378763867,96.51,0.0,0.0,0.5063949
control,2021-12-19 07:42:29.024,353,12,2021,post,True,0.9863366336633663,0.9872515559124674,98.35000000000001,0.0,0.0,0.6262614
control,2021-12-29 07:42:29.024,363,12,2021,post,True,1.0,0.9972277227722772,100.72,0.0,0.0,0.674058
control,2022-01-03 07:43:21.024,3,1,2022,post,True,1.0,0.9962376237623762,100.62,0.0,0.0,0.689953
control,2022-01-13 07:43:01.024,13,1,2022,post,True,1.0,0.9957425742574257,100.57000000000001,0.0,0.0,0.67271215
control,2022-01-23 07:42:21.024,23,1,2022,post,True,1.0,0.9924752475247525,100.24000000000001,0.0,0.0,0.6463583
control,2022-01-28 07:40:49.024,28,1,2022,post,True,1.0,0.8920792079207921,90.10000000000001,0.0,0.0,0.38246205
control,2022-02-17 07:39:49.024,48,2,2022,post,True,1.0,0.5441584158415842,54.96,0.0,0.0,0.31366482
control,2022-02-27 07:38:49.024,58,2,2022,post,True,1.0,0.4862376237623762,49.11,9.900990099009902e-05,0.01,0.30582544
control,2022-03-14 07:37:11.024,73,3,2022,post,True,1.0,0.24148514851485148,24.39,0.0,0.0,0.2522631
control,2022-03-19 07:36:29.024,78,3,2022,post,True,0.8784158415841584,0.2098737601442741,18.62,0.0,0.0,0.24283835
control,2022-03-24 07:36:21.024,83,3,2022,post,True,0.9879207920792079,0.13489677290038085,13.46,0.00010022048506714773,0.01,0.22379948
control,2022-05-08 07:36:09.024,128,5,2022,post,True,1.0,0.4783168316831683,48.31,0.0,0.0,0.3041745
control,2022-07-02 07:36:31.024,183,7,2022,post,True,0.9908910891089109,0.0451638689048761,4.5200000000000005,0.0,0.0,0.2067926
control,2022-08-21 07:36:31.024,233,8,2022,post,True,1.0,0.0034653465346534654,0.35000000000000003,0.0,0.0,0.14746092
control,2022-09-10 07:36:21.024,253,9,2022,post,True,0.8528712871287129,0.0,0.0,0.0,0.0,0.11064474
control,2022-10-10 07:38:31.024,283,10,2022,post,True,1.0,0.001188118811881188,0.12,0.0,0.0,0.12904425
control,2022-10-25 07:39:59.024,298,10,2022,post,True,1.0,0.0015841584158415843,0.16,0.0,0.0,0.12945448
control,2022-11-04 07:40:09.024,308,11,2022,post,True,0.9473267326732673,0.0006270903010033445,0.06,0.0,0.0,0.115649655
control,2022-11-19 07:42:21.024,323,11,2022,post,True,0.9477227722772277,0.05411617216882574,5.18,0.0,0.0,0.17952152
control,2022-12-19 07:43:31.024,353,12,2022,post,True,1.0,0.624950495049505,63.120000000000005,0.0,0.0,0.32851905
control,2022-12-24 07:42:29.024,358,12,2022,post,True,0.8572277227722772,0.2647262647262647,22.92,0.030954030954030955,2.68,0.22524247
control,2023-01-18 07:42:31.024,18,1,2023,post,True,1.0,0.18386138613861386,18.57,0.0,0.0,0.24486943
control,2023-01-28 07:41:51.024,28,1,2023,post,True,1.0,0.08663366336633663,8.75,0.0,0.0,0.21288072
control,2023-02-02 07:40:29.024,33,2,2023,post,True,0.8821782178217822,0.022671156004489337,2.02,0.0,0.0,0.17157747
control,2023-02-07 07:41:01.024,38,2,2023,post,True,1.0,0.01722772277227723,1.74,0.0,0.0,0.18054844
control,2023-02-12 07:40:09.024,43,2,2023,post,True,1.0,0.020792079207920793,2.1,0.0,0.0,0.17813377
control,2023-02-17 07:40:01.024,48,2,2023,post,True,0.9433663366336633,0.00041981528127623844,0.04,0.0,0.0,0.14736888
control,2023-02-22 07:39:29.025,53,2,2023,post,True,1.0,0.0021782178217821784,0.22,0.0,0.0,0.15636443
control,2023-03-09 07:37:31.024,68,3,2023,post,True,1.0,0.006435643564356435,0.65,0.0,0.0,0.1574109
control,2023-03-24 07:36:19.024,83,3,2023,post,True,1.0,0.057623762376237626,5.82,0.0,0.0,0.17592908
control,2023-06-02 07:36:19.024,153,6,2023,post,True,1.0,0.8345544554455445,84.29,0.0,0.0,0.38309595
control,2023-07-27 07:36:21.024,208,7,2023,post,False,0.9275247524752476,0.010140905209222886,0.9500000000000001,0.0,0.0,0.18434906
control,2023-08-26 07:36:21.024,238,8,2023,post,False,1.0,0.015445544554455445,1.56,0.0,0.0,0.16767736
control,2023-09-10 07:36:19.024,253,9,2023,post,False,1.0,0.007821782178217822,0.79,0.0,0.0,0.15556642
control,2023-09-20 07:36:19.024,263,9,2023,post,False,1.0,0.008217821782178218,0.8300000000000001,0.0,0.0,0.14969915
control,2023-09-25 07:36:41.024,268,9,2023,post,False,1.0,0.00603960396039604,0.61,0.0,0.0,0.14648849
control,2023-10-10 07:38:29.024,283,10,2023,post,False,0.979009900990099,0.006877022653721683,0.68,0.0,0.0,0.14061925
control,2023-11-29 07:41:59.024,333,11,2023,post,False,1.0,0.6521782178217822,65.87,0.0,0.0,0.34224734
control,2023-12-24 07:43:31.024,358,12,2023,post,False,1.0,0.9445544554455445,95.4,0.0,0.0,0.43156773
control,2024-01-23 07:42:11.024,23,1,2024,post,False,1.0,0.9516831683168316,96.12,0.0,0.0,0.43730894
control,2024-03-08 07:37:39.024,68,3,2024,post,False,1.0,0.35158415841584156,35.51,0.0,0.0,0.27565858
control,2024-04-07 07:36:09.024,98,4,2024,post,False,1.0,0.5045544554455446,50.96,0.0,0.0,0.30362168
control,2024-04-12 07:36:11.024,103,4,2024,post,False,1.0,0.6184158415841584,62.46,0.0,0.0,0.33621138
control,2024-04-22 07:36:21.024,113,4,2024,post,False,1.0,0.7740594059405941,78.18,0.0,0.0,0.37867764
control,2024-05-27 07:36:09.024,148,5,2024,post,False,1.0,0.9618811881188118,97.15,0.0,0.0,0.44360757
control,2024-06-01 07:55:31.024,153,6,2024,post,False,1.0,0.9604950495049505,97.01,0.0,0.0,0.4386331
control,2024-06-16 07:36:19.024,168,6,2024,post,False,1.0,0.9382178217821782,94.76,0.0,0.0,0.39986753
control,2024-06-26 07:36:19.024,178,6,2024,post,False,1.0,0.9121782178217822,92.13,0.0,0.0,0.39048776
control,2024-08-05 07:36:19.024,218,8,2024,post,False,0.9148514851485149,0.462012987012987,42.69,0.0,0.0,0.29577824
control,2024-09-09 07:36:11.024,253,9,2024,post,False,1.0,0.25534653465346535,25.79,0.0,0.0,0.2591342
control,2024-10-04 07:36:59.024,278,10,2024,post,False,1.0,0.14316831683168316,14.46,0.0,0.0,0.22739291
control,2024-10-09 07:38:21.024,283,10,2024,post,False,1.0,0.12653465346534654,12.780000000000001,0.0,0.0,0.22003911
control,2024-11-18 07:42:11.024,323,11,2024,post,False,0.9342574257425743,0.2921788893598983,27.57,0.0,0.0,0.25101787
control,2024-11-23 07:41:39.024,328,11,2024,post,False,1.0,0.5257425742574258,53.1,0.0,0.0,0.309016
control,2024-12-08 07:43:21.024,343,12,2024,post,False,1.0,0.816039603960396,82.42,0.0,0.0,0.37278658
control,2024-12-13 07:42:29.024,348,12,2024,post,False,1.0,0.7433663366336634,75.08,0.0,0.0,0.3586762
control,2024-12-23 07:42:39.024,358,12,2024,post,False,0.9429702970297029,0.8850272994540109,84.29,0.0,0.0,0.4142268
control,2025-01-07 07:43:11.024,7,1,2025,post,False,1.0,0.8701980198019802,87.89,0.0,0.0,0.3720271
control,2025-01-22 07:41:29.024,22,1,2025,post,False,1.0,0.4023762376237624,40.64,0.0,0.0,0.2886023
control,2025-02-16 07:40:31.025,47,2,2025,post,False,1.0,0.32425742574257427,32.75,0.0,0.0,0.27337372
control,2025-02-21 07:38:39.024,52,2,2025,post,False,1.0,0.25613861386138614,25.87,0.0,0.0,0.26218423
control,2025-02-26 07:39:21.025,57,2,2025,post,False,0.9982178217821782,0.188057925014878,18.96,0.0,0.0,0.24420746
control,2025-03-03 07:37:29.024,62,3,2025,post,False,1.0,0.1705940594059406,17.23,0.0,0.0,0.23763841
control,2025-04-09 07:54:41.024,99,4,2025,post,False,1.0,0.774950495049505,78.27,0.0,0.0,0.36708465
control,2025-04-19 07:40:21.024,109,4,2025,post,False,0.9695049504950495,0.8379289215686274,82.05,0.0,0.0,0.39012185
control,2025-05-12 07:36:19.024,132,5,2025,post,False,0.8728712871287129,0.925589836660617,81.60000000000001,0.0,0.0,0.40994123
control,2025-06-16 07:36:31.025,167,6,2025,post,False,0.956039603960396,0.5340720795360397,51.57,0.0,0.0,0.30283126
control,2025-06-21 07:36:19.024,172,6,2025,post,False,1.0,0.5440594059405941,54.95,0.0,0.0,0.3059233
control,2025-07-26 07:36:41.025,207,7,2025,post,False,1.0,0.10524752475247524,10.63,0.0,0.0,0.22870919
control,2025-09-06 07:40:21.024,249,9,2025,post,False,1.0,0.011089108910891089,1.12,0.0,0.0,0.16658917
control,2025-09-14 07:36:31.025,257,9,2025,post,False,1.0,0.007920792079207921,0.8,0.0,0.0,0.1588633
control,2025-09-16 07:54:51.024,259,9,2025,post,False,0.9627722772277227,0.012340600575894693,1.2,0.0,0.0,0.16428745
control,2025-09-19 07:36:09.024,262,9,2025,post,False,0.8851485148514852,0.014429530201342283,1.29,0.0,0.0,0.16465765
control,2025-09-24 07:36:51.025,267,9,2025,post,False,1.0,0.004455445544554455,0.45,0.0,0.0,0.1580197
control,2025-09-26 07:40:31.024,269,9,2025,post,False,0.9952475247524752,0.006068444090728213,0.61,0.0,0.0,0.15360157
control,2025-09-29 07:36:19.024,272,9,2025,post,False,1.0,0.0066336633663366335,0.67,0.0,0.0,0.15508886
control,2025-10-19 07:38:39.024,292,10,2025,post,False,1.0,0.001386138613861386,0.14,0.0,0.0,0.14061658
control,2025-10-26 07:40:31.024,299,10,2025,post,False,0.9691089108910891,0.02656313853698406,2.6,0.0,0.0,0.16498059
control,2025-11-05 07:54:51.024,309,11,2025,post,False,1.0,0.1313861386138614,13.27,0.0,0.0,0.21404074
control,2025-12-25 07:43:51.024,359,12,2025,post,False,1.0,0.692079207920792,69.9,0.0,0.0,0.32874113
