date,source,aoi_tile,image_id,pre_post,aoi_cloud_pct,tile_cloud_pct,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_p10,NDVI_p25,NDVI_p50,NDVI_p75,NDVI_p90,NDWI_mean,NDWI_std,NDWI_min,NDWI_max,NDWI_p10,NDWI_p25,NDWI_p50,NDWI_p75,NDWI_p90,NDMI_mean,NDMI_std,NDMI_min,NDMI_max,NDMI_p10,NDMI_p25,NDMI_p50,NDMI_p75,NDMI_p90,chirps_30d_mm,flags,mgrs_tile,orbit_number,processing_baseline,RVI_mean,RVI_std,RVI_min,RVI_max,RVI_p10,RVI_p25,RVI_p50,RVI_p75,RVI_p90,VH_VV_mean,VH_VV_std,VH_VV_min,VH_VV_max,VH_VV_p10,VH_VV_p25,VH_VV_p50,VH_VV_p75,VH_VV_p90
2018-08-02,sentinel1,E,S1A_IW_GRDH_1SDV_20180801T154757_20180801T154822_023054_0280C3_BB25,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.236,PRE_INTERVENTION,,57,,0.814597,0.293163,0.158035,2.021443,0.457314,0.605423,0.777693,0.996458,1.214627,-6.19426,2.049178,-13.857987,0.093129,-8.903701,-7.530208,-6.15424,-4.781434,-3.597094
2018-08-02,sentinel1,N,S1A_IW_GRDH_1SDV_20180801T154757_20180801T154822_023054_0280C3_BB25,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.236,PRE_INTERVENTION,,57,,0.87946,0.289772,0.217401,2.094763,0.51943,0.667855,0.855191,1.058468,1.269053,-5.72528,1.897111,-12.405288,0.411858,-8.278413,-6.969364,-5.658161,-4.467264,-3.342578
2018-08-02,sentinel1,NE,S1A_IW_GRDH_1SDV_20180801T154757_20180801T154822_023054_0280C3_BB25,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.236,PRE_INTERVENTION,,57,,0.808448,0.294662,0.196705,1.9677,0.465523,0.589393,0.777075,0.988058,1.214851,-6.23868,2.044201,-12.863436,-0.14029,-8.840066,-7.655396,-6.220514,-4.847715,-3.594351
2018-08-02,sentinel1,NW,S1A_IW_GRDH_1SDV_20180801T154757_20180801T154822_023054_0280C3_BB25,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.236,PRE_INTERVENTION,,57,,0.872353,0.284902,0.120169,2.076291,0.526118,0.667773,0.848284,1.05152,1.254654,-5.769319,1.890669,-15.090192,0.331489,-8.213973,-6.96844,-5.715591,-4.467851,-3.405483
2018-08-02,sentinel1,S,S1A_IW_GRDH_1SDV_20180801T154757_20180801T154822_023054_0280C3_BB25,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.236,PRE_INTERVENTION,,57,,0.874058,0.312889,0.188603,2.218899,0.507044,0.648075,0.836186,1.054008,1.288603,-5.793635,2.043312,-13.055356,0.954492,-8.403611,-7.093335,-5.779042,-4.467066,-3.214696
2018-08-02,sentinel1,SE,S1A_IW_GRDH_1SDV_20180801T154757_20180801T154822_023054_0280C3_BB25,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.236,PRE_INTERVENTION,,57,,0.850147,0.329706,0.080344,2.356357,0.460934,0.601458,0.804158,1.055215,1.28914,-6.010633,2.251029,-16.882932,1.564334,-8.944044,-7.433097,-5.94731,-4.443419,-3.185678
2018-08-02,sentinel1,SW,S1A_IW_GRDH_1SDV_20180801T154757_20180801T154822_023054_0280C3_BB25,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.236,PRE_INTERVENTION,,57,,0.808563,0.279263,0.180962,1.973051,0.465142,0.605961,0.785769,0.988465,1.18393,-6.220423,1.973466,-13.243674,-0.117047,-8.780662,-7.533225,-6.15677,-4.842416,-3.775194
2018-08-02,sentinel1,W,S1A_IW_GRDH_1SDV_20180801T154757_20180801T154822_023054_0280C3_BB25,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.236,PRE_INTERVENTION,,57,,0.887615,0.301077,0.222392,2.283117,0.539352,0.664994,0.85177,1.055192,1.287986,-5.678112,1.926468,-12.300967,1.237875,-8.092075,-6.97115,-5.657253,-4.467582,-3.217708
2018-08-02,sentinel1,center,S1A_IW_GRDH_1SDV_20180801T154757_20180801T154822_023054_0280C3_BB25,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.236,PRE_INTERVENTION,,57,,0.826454,0.298852,0.135643,2.103836,0.480176,0.605461,0.785449,1.010657,1.223161,-6.112698,2.031579,-14.546803,0.451361,-8.65593,-7.467242,-6.095479,-4.721707,-3.596961
2018-08-07,sentinel2,,S2B_MSIL2A_20180807T073609_N0500_R092_T37MCU_20230802T230855.SAFE,PRE,0.0,,0.4984610708697204,0.12053245862069274,0.1566265059567011,0.819174342948081,0.35068146581560883,0.4118918917805697,0.48647699315543486,0.5790968473220401,0.6786547790300512,-0.5582324839407845,0.06863633736265683,-0.792650134211936,-0.25398512207545954,-0.6520996703581904,-0.6008105367778418,-0.5532743360873364,-0.5152717173680001,-0.4800969375543601,-0.013542064124239346,0.08061423501595137,-0.18760469007797223,0.2407293586886439,-0.10252731932019793,-0.07399232952035818,-0.02941868581702263,0.033698520119144496,0.10951168305468796,13.236,PRE_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-07,sentinel2,,S2B_MSIL2A_20180807T073609_N0500_R092_T37MCU_20230802T230855.SAFE,PRE,0.0,,0.4984610708697204,0.12053245862069274,0.1566265059567011,0.819174342948081,0.35068146581560883,0.4118918917805697,0.48647699315543486,0.5790968473220401,0.6786547790300512,-0.5582324839407845,0.06863633736265683,-0.792650134211936,-0.25398512207545954,-0.6520996703581904,-0.6008105367778418,-0.5532743360873364,-0.5152717173680001,-0.4800969375543601,-0.013542064124239346,0.08061423501595137,-0.18760469007797223,0.2407293586886439,-0.10252731932019793,-0.07399232952035818,-0.02941868581702263,0.033698520119144496,0.10951168305468796,13.236,PRE_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-07,sentinel2,,S2B_MSIL2A_20180807T073609_N0500_R092_T37MCU_20230802T230855.SAFE,PRE,0.0,,0.4984610708697204,0.12053245862069274,0.1566265059567011,0.819174342948081,0.35068146581560883,0.4118918917805697,0.48647699315543486,0.5790968473220401,0.6786547790300512,-0.5582324839407845,0.06863633736265683,-0.792650134211936,-0.25398512207545954,-0.6520996703581904,-0.6008105367778418,-0.5532743360873364,-0.5152717173680001,-0.4800969375543601,-0.013542064124239346,0.08061423501595137,-0.18760469007797223,0.2407293586886439,-0.10252731932019793,-0.07399232952035818,-0.02941868581702263,0.033698520119144496,0.10951168305468796,13.236,PRE_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-07,sentinel2,,S2B_MSIL2A_20180807T073609_N0500_R092_T37MCU_20230802T230855.SAFE,PRE,0.0,,0.4984610708697204,0.12053245862069274,0.1566265059567011,0.819174342948081,0.35068146581560883,0.4118918917805697,0.48647699315543486,0.5790968473220401,0.6786547790300512,-0.5582324839407845,0.06863633736265683,-0.792650134211936,-0.25398512207545954,-0.6520996703581904,-0.6008105367778418,-0.5532743360873364,-0.5152717173680001,-0.4800969375543601,-0.013542064124239346,0.08061423501595137,-0.18760469007797223,0.2407293586886439,-0.10252731932019793,-0.07399232952035818,-0.02941868581702263,0.033698520119144496,0.10951168305468796,13.236,PRE_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-07,sentinel2,,S2B_MSIL2A_20180807T073609_N0500_R092_T37MCU_20230802T230855.SAFE,PRE,0.0,,0.4984610708697204,0.12053245862069274,0.1566265059567011,0.819174342948081,0.35068146581560883,0.4118918917805697,0.48647699315543486,0.5790968473220401,0.6786547790300512,-0.5582324839407845,0.06863633736265683,-0.792650134211936,-0.25398512207545954,-0.6520996703581904,-0.6008105367778418,-0.5532743360873364,-0.5152717173680001,-0.4800969375543601,-0.013542064124239346,0.08061423501595137,-0.18760469007797223,0.2407293586886439,-0.10252731932019793,-0.07399232952035818,-0.02941868581702263,0.033698520119144496,0.10951168305468796,13.236,PRE_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-07,sentinel2,,S2B_MSIL2A_20180807T073609_N0500_R092_T37MCU_20230802T230855.SAFE,PRE,0.0,,0.4984610708697204,0.12053245862069274,0.1566265059567011,0.819174342948081,0.35068146581560883,0.4118918917805697,0.48647699315543486,0.5790968473220401,0.6786547790300512,-0.5582324839407845,0.06863633736265683,-0.792650134211936,-0.25398512207545954,-0.6520996703581904,-0.6008105367778418,-0.5532743360873364,-0.5152717173680001,-0.4800969375543601,-0.013542064124239346,0.08061423501595137,-0.18760469007797223,0.2407293586886439,-0.10252731932019793,-0.07399232952035818,-0.02941868581702263,0.033698520119144496,0.10951168305468796,13.236,PRE_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-07,sentinel2,,S2B_MSIL2A_20180807T073609_N0500_R092_T37MCU_20230802T230855.SAFE,PRE,0.0,,0.4984610708697204,0.12053245862069274,0.1566265059567011,0.819174342948081,0.35068146581560883,0.4118918917805697,0.48647699315543486,0.5790968473220401,0.6786547790300512,-0.5582324839407845,0.06863633736265683,-0.792650134211936,-0.25398512207545954,-0.6520996703581904,-0.6008105367778418,-0.5532743360873364,-0.5152717173680001,-0.4800969375543601,-0.013542064124239346,0.08061423501595137,-0.18760469007797223,0.2407293586886439,-0.10252731932019793,-0.07399232952035818,-0.02941868581702263,0.033698520119144496,0.10951168305468796,13.236,PRE_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-07,sentinel2,,S2B_MSIL2A_20180807T073609_N0500_R092_T37MCU_20230802T230855.SAFE,PRE,0.0,,0.4984610708697204,0.12053245862069274,0.1566265059567011,0.819174342948081,0.35068146581560883,0.4118918917805697,0.48647699315543486,0.5790968473220401,0.6786547790300512,-0.5582324839407845,0.06863633736265683,-0.792650134211936,-0.25398512207545954,-0.6520996703581904,-0.6008105367778418,-0.5532743360873364,-0.5152717173680001,-0.4800969375543601,-0.013542064124239346,0.08061423501595137,-0.18760469007797223,0.2407293586886439,-0.10252731932019793,-0.07399232952035818,-0.02941868581702263,0.033698520119144496,0.10951168305468796,13.236,PRE_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-07,sentinel2,,S2B_MSIL2A_20180807T073609_N0500_R092_T37MCU_20230802T230855.SAFE,PRE,0.0,,0.4984610708697204,0.12053245862069274,0.1566265059567011,0.819174342948081,0.35068146581560883,0.4118918917805697,0.48647699315543486,0.5790968473220401,0.6786547790300512,-0.5582324839407845,0.06863633736265683,-0.792650134211936,-0.25398512207545954,-0.6520996703581904,-0.6008105367778418,-0.5532743360873364,-0.5152717173680001,-0.4800969375543601,-0.013542064124239346,0.08061423501595137,-0.18760469007797223,0.2407293586886439,-0.10252731932019793,-0.07399232952035818,-0.02941868581702263,0.033698520119144496,0.10951168305468796,13.236,PRE_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-14,sentinel1,E,S1A_IW_GRDH_1SDV_20180813T154757_20180813T154822_023229_02865E_EBB5,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.141,PRE_INTERVENTION,,57,,0.873353,0.296901,0.193499,2.134544,0.518928,0.667527,0.831939,1.050947,1.277873,-5.771606,1.936626,-12.938474,0.585201,-8.216243,-7.030628,-5.779779,-4.466579,-3.276711
2018-08-14,sentinel1,N,S1A_IW_GRDH_1SDV_20180813T154757_20180813T154822_023229_02865E_EBB5,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.141,PRE_INTERVENTION,,57,,0.944742,0.305842,0.259332,2.189452,0.574043,0.722578,0.910768,1.13694,1.347844,-5.30476,1.882515,-11.590936,0.825253,-7.72244,-6.592839,-5.281882,-4.033236,-2.908167
2018-08-14,sentinel1,NE,S1A_IW_GRDH_1SDV_20180813T154757_20180813T154822_023229_02865E_EBB5,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.141,PRE_INTERVENTION,,57,,0.889127,0.316467,0.167159,2.131738,0.512026,0.659485,0.855259,1.074199,1.332275,-5.697907,2.048514,-13.603916,0.572959,-8.338623,-7.093522,-5.652793,-4.346355,-3.033774
2018-08-14,sentinel1,NW,S1A_IW_GRDH_1SDV_20180813T154757_20180813T154822_023229_02865E_EBB5,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.141,PRE_INTERVENTION,,57,,0.90523,0.297244,0.165082,2.099287,0.558559,0.684006,0.871787,1.098038,1.301095,-5.565088,1.926475,-13.660569,0.431551,-7.903343,-6.84427,-5.531343,-4.218962,-3.155768
2018-08-14,sentinel1,S,S1A_IW_GRDH_1SDV_20180813T154757_20180813T154822_023229_02865E_EBB5,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.141,PRE_INTERVENTION,,57,,0.902683,0.300218,0.235612,2.449911,0.556508,0.695269,0.866733,1.069281,1.304808,-5.56731,1.875075,-12.034962,1.987935,-7.903446,-6.842546,-5.59544,-4.404065,-3.154257
2018-08-14,sentinel1,SE,S1A_IW_GRDH_1SDV_20180813T154757_20180813T154822_023229_02865E_EBB5,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.141,PRE_INTERVENTION,,57,,0.857029,0.31041,0.137041,2.253537,0.492443,0.632328,0.819322,1.054905,1.273345,-5.917593,2.090005,-14.50071,1.107055,-8.597441,-7.283848,-5.843841,-4.468781,-3.343059
2018-08-14,sentinel1,SW,S1A_IW_GRDH_1SDV_20180813T154757_20180813T154822_023229_02865E_EBB5,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.141,PRE_INTERVENTION,,57,,0.828847,0.291886,0.220079,1.929957,0.480382,0.613371,0.792843,1.003175,1.229152,-6.086308,1.991648,-12.349041,-0.304319,-8.66036,-7.407791,-6.033391,-4.780615,-3.535602
2018-08-14,sentinel1,W,S1A_IW_GRDH_1SDV_20180813T154757_20180813T154822_023229_02865E_EBB5,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.141,PRE_INTERVENTION,,57,,0.913496,0.323514,0.184144,2.274445,0.523703,0.680347,0.866899,1.117306,1.351655,-5.546268,2.06494,-13.164354,1.199465,-8.218285,-6.84105,-5.531599,-4.160098,-2.909918
2018-08-14,sentinel1,center,S1A_IW_GRDH_1SDV_20180813T154757_20180813T154822_023229_02865E_EBB5,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.141,PRE_INTERVENTION,,57,,0.881439,0.337093,0.154868,2.378268,0.492711,0.632517,0.851468,1.070578,1.336279,-5.7887,2.210256,-13.949489,1.662816,-8.531399,-7.217217,-5.716838,-4.4074,-3.033805
2018-08-26,sentinel1,E,S1A_IW_GRDH_1SDV_20180825T154758_20180825T154823_023404_028BFD_95E1,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.855772,0.312525,0.141097,2.357401,0.493339,0.632589,0.820582,1.039943,1.271567,-5.933921,2.129665,-14.369474,1.56902,-8.5286,-7.282586,-5.905577,-4.530626,-3.278726
2018-08-26,sentinel1,N,S1A_IW_GRDH_1SDV_20180825T154758_20180825T154823_023404_028BFD_95E1,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.949537,0.3132,0.264013,2.127993,0.559091,0.722288,0.918134,1.144232,1.379705,-5.289042,1.941117,-11.507802,0.556629,-7.899583,-6.528963,-5.281751,-3.971701,-2.780078
2018-08-26,sentinel1,NE,S1A_IW_GRDH_1SDV_20180825T154758_20180825T154823_023404_028BFD_95E1,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.854044,0.314514,0.167903,2.360304,0.493287,0.617145,0.820207,1.038647,1.259225,-5.930777,2.062949,-13.583767,1.582044,-8.595672,-7.346302,-5.905326,-4.526913,-3.349193
2018-08-26,sentinel1,NW,S1A_IW_GRDH_1SDV_20180825T154758_20180825T154823_023404_028BFD_95E1,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.877462,0.313589,0.204077,2.23193,0.507895,0.649544,0.851329,1.054287,1.303991,-5.77825,2.059988,-12.695224,1.011809,-8.413485,-7.093487,-5.716629,-4.405012,-3.095127
2018-08-26,sentinel1,S,S1A_IW_GRDH_1SDV_20180825T154758_20180825T154823_023404_028BFD_95E1,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.859314,0.306272,0.161908,2.154533,0.511267,0.644694,0.816308,1.034227,1.261361,-5.881628,2.01119,-13.748478,0.672468,-8.344172,-7.153576,-5.90891,-4.594859,-3.347876
2018-08-26,sentinel1,SE,S1A_IW_GRDH_1SDV_20180825T154758_20180825T154823_023404_028BFD_95E1,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.844661,0.335498,0.186548,2.372888,0.462546,0.601305,0.788141,1.03911,1.304713,-6.045346,2.240309,-13.105288,1.638598,-8.902418,-7.536707,-6.027354,-4.532293,-3.156727
2018-08-26,sentinel1,SW,S1A_IW_GRDH_1SDV_20180825T154758_20180825T154823_023404_028BFD_95E1,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.82516,0.294705,0.182697,2.268427,0.477405,0.617027,0.789351,0.992724,1.225328,-6.115424,2.004883,-13.200246,1.172838,-8.593527,-7.468989,-6.092181,-4.780319,-3.591836
2018-08-26,sentinel1,W,S1A_IW_GRDH_1SDV_20180825T154758_20180825T154823_023404_028BFD_95E1,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.933605,0.338044,0.174413,2.278056,0.523505,0.679779,0.899372,1.132446,1.383577,-5.434188,2.138648,-13.411182,1.215454,-8.219747,-6.840718,-5.343161,-4.031021,-2.71837
2018-08-26,sentinel1,center,S1A_IW_GRDH_1SDV_20180825T154758_20180825T154823_023404_028BFD_95E1,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.870176,0.345839,0.113808,2.226623,0.446074,0.616936,0.837345,1.086805,1.336442,-5.89371,2.315824,-15.3335,0.988454,-8.943343,-7.448037,-5.810249,-4.317272,-2.9554
2018-08-27,sentinel2,,S2B_MSIL2A_20180827T073719_N0500_R092_T37MCU_20230626T111729.SAFE,PRE,16.028225806451612,,0.3823391184285625,0.09196952407211424,0.09857328142069602,0.698605487922041,0.2720348203830155,0.3147039253776767,0.37210932012189585,0.4437289173738948,0.5107964599961783,-0.4447235556102033,0.058172367130193116,-0.6603364078512381,-0.1697514541672388,-0.511590981101432,-0.47870122118596925,-0.4449339205540718,-0.41204965170691804,-0.37722185636036143,-0.036036578948542196,0.06736655453708933,-0.17173947324211647,0.22426868901692515,-0.11321372156995221,-0.08475836429651332,-0.04531085352207395,0.0018083182634694322,0.056797521006889846,24.947,PRE_INTERVENTION|NEAR_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-27,sentinel2,,S2B_MSIL2A_20180827T073719_N0500_R092_T37MCU_20230626T111729.SAFE,PRE,16.028225806451612,,0.3823391184285625,0.09196952407211424,0.09857328142069602,0.698605487922041,0.2720348203830155,0.3147039253776767,0.37210932012189585,0.4437289173738948,0.5107964599961783,-0.4447235556102033,0.058172367130193116,-0.6603364078512381,-0.1697514541672388,-0.511590981101432,-0.47870122118596925,-0.4449339205540718,-0.41204965170691804,-0.37722185636036143,-0.036036578948542196,0.06736655453708933,-0.17173947324211647,0.22426868901692515,-0.11321372156995221,-0.08475836429651332,-0.04531085352207395,0.0018083182634694322,0.056797521006889846,24.947,PRE_INTERVENTION|NEAR_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-27,sentinel2,,S2B_MSIL2A_20180827T073719_N0500_R092_T37MCU_20230626T111729.SAFE,PRE,16.028225806451612,,0.3823391184285625,0.09196952407211424,0.09857328142069602,0.698605487922041,0.2720348203830155,0.3147039253776767,0.37210932012189585,0.4437289173738948,0.5107964599961783,-0.4447235556102033,0.058172367130193116,-0.6603364078512381,-0.1697514541672388,-0.511590981101432,-0.47870122118596925,-0.4449339205540718,-0.41204965170691804,-0.37722185636036143,-0.036036578948542196,0.06736655453708933,-0.17173947324211647,0.22426868901692515,-0.11321372156995221,-0.08475836429651332,-0.04531085352207395,0.0018083182634694322,0.056797521006889846,24.947,PRE_INTERVENTION|NEAR_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-27,sentinel2,,S2B_MSIL2A_20180827T073719_N0500_R092_T37MCU_20230626T111729.SAFE,PRE,16.028225806451612,,0.3823391184285625,0.09196952407211424,0.09857328142069602,0.698605487922041,0.2720348203830155,0.3147039253776767,0.37210932012189585,0.4437289173738948,0.5107964599961783,-0.4447235556102033,0.058172367130193116,-0.6603364078512381,-0.1697514541672388,-0.511590981101432,-0.47870122118596925,-0.4449339205540718,-0.41204965170691804,-0.37722185636036143,-0.036036578948542196,0.06736655453708933,-0.17173947324211647,0.22426868901692515,-0.11321372156995221,-0.08475836429651332,-0.04531085352207395,0.0018083182634694322,0.056797521006889846,24.947,PRE_INTERVENTION|NEAR_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-27,sentinel2,,S2B_MSIL2A_20180827T073719_N0500_R092_T37MCU_20230626T111729.SAFE,PRE,16.028225806451612,,0.3823391184285625,0.09196952407211424,0.09857328142069602,0.698605487922041,0.2720348203830155,0.3147039253776767,0.37210932012189585,0.4437289173738948,0.5107964599961783,-0.4447235556102033,0.058172367130193116,-0.6603364078512381,-0.1697514541672388,-0.511590981101432,-0.47870122118596925,-0.4449339205540718,-0.41204965170691804,-0.37722185636036143,-0.036036578948542196,0.06736655453708933,-0.17173947324211647,0.22426868901692515,-0.11321372156995221,-0.08475836429651332,-0.04531085352207395,0.0018083182634694322,0.056797521006889846,24.947,PRE_INTERVENTION|NEAR_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-27,sentinel2,,S2B_MSIL2A_20180827T073719_N0500_R092_T37MCU_20230626T111729.SAFE,PRE,16.028225806451612,,0.3823391184285625,0.09196952407211424,0.09857328142069602,0.698605487922041,0.2720348203830155,0.3147039253776767,0.37210932012189585,0.4437289173738948,0.5107964599961783,-0.4447235556102033,0.058172367130193116,-0.6603364078512381,-0.1697514541672388,-0.511590981101432,-0.47870122118596925,-0.4449339205540718,-0.41204965170691804,-0.37722185636036143,-0.036036578948542196,0.06736655453708933,-0.17173947324211647,0.22426868901692515,-0.11321372156995221,-0.08475836429651332,-0.04531085352207395,0.0018083182634694322,0.056797521006889846,24.947,PRE_INTERVENTION|NEAR_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-27,sentinel2,,S2B_MSIL2A_20180827T073719_N0500_R092_T37MCU_20230626T111729.SAFE,PRE,16.028225806451612,,0.3823391184285625,0.09196952407211424,0.09857328142069602,0.698605487922041,0.2720348203830155,0.3147039253776767,0.37210932012189585,0.4437289173738948,0.5107964599961783,-0.4447235556102033,0.058172367130193116,-0.6603364078512381,-0.1697514541672388,-0.511590981101432,-0.47870122118596925,-0.4449339205540718,-0.41204965170691804,-0.37722185636036143,-0.036036578948542196,0.06736655453708933,-0.17173947324211647,0.22426868901692515,-0.11321372156995221,-0.08475836429651332,-0.04531085352207395,0.0018083182634694322,0.056797521006889846,24.947,PRE_INTERVENTION|NEAR_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-27,sentinel2,,S2B_MSIL2A_20180827T073719_N0500_R092_T37MCU_20230626T111729.SAFE,PRE,16.028225806451612,,0.3823391184285625,0.09196952407211424,0.09857328142069602,0.698605487922041,0.2720348203830155,0.3147039253776767,0.37210932012189585,0.4437289173738948,0.5107964599961783,-0.4447235556102033,0.058172367130193116,-0.6603364078512381,-0.1697514541672388,-0.511590981101432,-0.47870122118596925,-0.4449339205540718,-0.41204965170691804,-0.37722185636036143,-0.036036578948542196,0.06736655453708933,-0.17173947324211647,0.22426868901692515,-0.11321372156995221,-0.08475836429651332,-0.04531085352207395,0.0018083182634694322,0.056797521006889846,24.947,PRE_INTERVENTION|NEAR_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-08-27,sentinel2,,S2B_MSIL2A_20180827T073719_N0500_R092_T37MCU_20230626T111729.SAFE,PRE,16.028225806451612,,0.3823391184285625,0.09196952407211424,0.09857328142069602,0.698605487922041,0.2720348203830155,0.3147039253776767,0.37210932012189585,0.4437289173738948,0.5107964599961783,-0.4447235556102033,0.058172367130193116,-0.6603364078512381,-0.1697514541672388,-0.511590981101432,-0.47870122118596925,-0.4449339205540718,-0.41204965170691804,-0.37722185636036143,-0.036036578948542196,0.06736655453708933,-0.17173947324211647,0.22426868901692515,-0.11321372156995221,-0.08475836429651332,-0.04531085352207395,0.0018083182634694322,0.056797521006889846,24.947,PRE_INTERVENTION|NEAR_INTERVENTION,T37MCU,092,,,,,,,,,,,,,,,,,,,
2018-09-07,sentinel1,E,S1A_IW_GRDH_1SDV_20180906T154759_20180906T154824_023579_029194_FF44,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.441,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.83065,0.301508,0.162621,2.304596,0.460146,0.617518,0.803725,1.006796,1.211512,-6.093589,2.067107,-13.728574,1.333217,-8.837509,-7.40437,-5.972947,-4.720497,-3.598419
2018-09-07,sentinel1,N,S1A_IW_GRDH_1SDV_20180906T154759_20180906T154824_023579_029194_FF44,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.441,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.929149,0.301686,0.228155,2.194388,0.558507,0.707244,0.895087,1.113805,1.346495,-5.407619,1.898726,-12.183248,0.84689,-7.910769,-6.65799,-5.405903,-4.156199,-2.964337
2018-09-07,sentinel1,NE,S1A_IW_GRDH_1SDV_20180906T154759_20180906T154824_023579_029194_FF44,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.441,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.835893,0.295293,0.200275,2.121838,0.472744,0.62184,0.808816,1.011202,1.2462,-6.042935,2.008732,-12.781247,0.529791,-8.717929,-7.342025,-5.965517,-4.652062,-3.462196
2018-09-07,sentinel1,NW,S1A_IW_GRDH_1SDV_20180906T154759_20180906T154824_023579_029194_FF44,PRE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.441,PRE_INTERVENTION|NEAR_INTERVENTION,,57,,0.904167,0.285355,0.126895,2.068808,0.550155,0.706654,0.886471,1.08194,1.276932,-5.560776,1.88521,-14.846132,0.298945,-7.971494,-6.717961,-5.467542,-4.283521,-3.280711
