date,source,image_id,pre_post,aoi_cloud_pct,tile_cloud_pct,aoi_covered,in_clean_set,flags
2019-01-01,viirs,20190101,PRE,0.0,,True,True,PRE_INTERVENTION
2019-01-02,sentinel2,20190102T075321_20190102T075634_T36NXF,PRE,0.0,0.699719,True,True,PRE_INTERVENTION
2019-01-07,sentinel2,20190107T075319_20190107T080915_T36NXF,PRE,0.0,1.535161,True,True,PRE_INTERVENTION
2019-01-12,sentinel2,20190112T075301_20190112T075614_T36NXF,PRE,0.0,10.332992,True,True,PRE_INTERVENTION
2019-01-17,sentinel2,20190117T075249_20190117T080836_T36NXF,PRE,0.0,4.038922,True,True,PRE_INTERVENTION
2019-01-22,sentinel2,20190122T075221_20190122T075539_T36NXF,PRE,0.0,0.175152,True,True,PRE_INTERVENTION
2019-01-27,sentinel2,20190127T075209_20190127T080616_T36NXF,PRE,12.34,25.275155,True,True,PRE_INTERVENTION
2019-02-01,viirs,20190201,PRE,0.0,,True,True,PRE_INTERVENTION
2019-02-01,sentinel2,20190201T075141_20190201T080139_T36NXF,PRE,0.0,0.033922,True,True,PRE_INTERVENTION
2019-02-06,sentinel2,20190206T075109_20190206T080454_T36NXF,PRE,0.0,39.857907,True,True,PRE_INTERVENTION
2019-02-21,sentinel2,20190221T074931_20190221T075527_T36NXF,PRE,30.23,39.913136,True,True,PRE_INTERVENTION
2019-02-26,sentinel2,20190226T074859_20190226T080814_T36NXF,PRE,0.0,1.42259,True,True,PRE_INTERVENTION
2019-03-01,viirs,20190301,PRE,0.0,,True,True,PRE_INTERVENTION
2019-03-03,sentinel2,20190303T074821_20190303T080235_T36NXF,PRE,2.89,9.218931,True,True,PRE_INTERVENTION
2019-03-08,sentinel2,20190308T074749_20190308T080419_T36NXF,PRE,8.06,22.869967,True,True,PRE_INTERVENTION
2019-03-13,sentinel2,20190313T074711_20190313T080640_T36NXF,PRE,0.0,0.212103,True,True,PRE_INTERVENTION
2019-03-18,sentinel2,20190318T074639_20190318T080921_T36NXF,PRE,0.0,4.234091,True,True,PRE_INTERVENTION
2019-03-23,sentinel2,20190323T074611_20190323T080452_T36NXF,PRE,0.0,0.013716,True,True,PRE_INTERVENTION
2019-03-28,sentinel2,20190328T074839_20190328T080155_T36NXF,PRE,0.0,15.247992,True,True,PRE_INTERVENTION
2019-04-01,viirs,20190401,PRE,0.0,,True,True,PRE_INTERVENTION
2019-04-02,sentinel2,20190402T074611_20190402T080856_T36NXF,PRE,100.0,36.088291,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-04-12,sentinel2,20190412T074611_20190412T080028_T36NXF,PRE,0.0,5.595738,True,True,PRE_INTERVENTION
2019-05-01,viirs,20190501,PRE,0.0,,True,True,PRE_INTERVENTION
2019-05-02,sentinel2,20190502T074621_20190502T080204_T36NXF,PRE,0.76,34.585644,True,True,PRE_INTERVENTION
2019-05-07,sentinel2,20190507T074619_20190507T080526_T36NXF,PRE,0.0,10.937658,True,True,PRE_INTERVENTION
2019-05-12,sentinel2,20190512T074621_20190512T080030_T36NXF,PRE,100.0,37.874351,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-05-17,sentinel2,20190517T074619_20190517T075858_T36NXF,PRE,0.0,14.739789,True,True,PRE_INTERVENTION
2019-05-22,sentinel2,20190522T074621_20190522T080757_T36NXF,PRE,6.5,13.800843,True,True,PRE_INTERVENTION
2019-05-27,sentinel2,20190527T074619_20190527T080335_T36NXF,PRE,0.0,20.755252,True,True,PRE_INTERVENTION
2019-06-01,viirs,20190601,PRE,0.0,,True,True,PRE_INTERVENTION
2019-06-01,sentinel2,20190601T074611_20190601T080825_T36NXF,PRE,13.75,53.068604,True,True,PRE_INTERVENTION
2019-06-06,sentinel2,20190606T074619_20190606T080526_T36NXF,PRE,36.24,13.593349,True,True,PRE_INTERVENTION
2019-06-16,sentinel2,20190616T074619_20190616T080736_T36NXF,PRE,0.01,21.816762,True,True,PRE_INTERVENTION
2019-06-21,sentinel2,20190621T074621_20190621T080443_T36NXF,PRE,74.96,15.989794,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-07-01,viirs,20190701,PRE,0.0,,True,True,PRE_INTERVENTION
2019-07-01,sentinel2,20190701T074621_20190701T080914_T36NXF,PRE,0.0,1.52331,True,True,PRE_INTERVENTION
2019-07-06,sentinel2,20190706T074619_20190706T080534_T36NXF,PRE,0.0,5.261014,True,True,PRE_INTERVENTION
2019-07-11,sentinel2,20190711T074621_20190711T080806_T36NXF,PRE,1.92,12.040833,True,True,PRE_INTERVENTION
2019-07-16,sentinel2,20190716T074619_20190716T080657_T36NXF,PRE,0.0,20.090634,True,True,PRE_INTERVENTION
2019-07-21,sentinel2,20190721T074621_20190721T080458_T36NXF,PRE,0.0,15.021416,True,True,PRE_INTERVENTION
2019-07-26,sentinel2,20190726T074619_20190726T080331_T36NXF,PRE,0.0,14.511661,True,True,PRE_INTERVENTION
2019-08-01,viirs,20190801,PRE,0.0,,True,True,PRE_INTERVENTION
2019-08-05,sentinel2,20190805T074619_20190805T080429_T36NXF,PRE,32.7,11.807672,True,True,PRE_INTERVENTION
2019-08-15,sentinel2,20190815T074619_20190815T080611_T36NXF,PRE,0.0,10.020375,True,True,PRE_INTERVENTION
2019-08-20,sentinel2,20190820T074611_20190820T080449_T36NXF,PRE,0.0,23.152575,True,True,PRE_INTERVENTION
2019-08-25,sentinel2,20190825T074619_20190825T080100_T36NXF,PRE,0.0,2.101732,True,True,PRE_INTERVENTION
2019-08-30,sentinel2,20190830T074611_20190830T080820_T36NXF,PRE,0.01,19.112747,True,True,PRE_INTERVENTION
2019-09-01,viirs,20190901,PRE,0.0,,True,True,PRE_INTERVENTION
2019-09-04,sentinel2,20190904T074619_20190904T080047_T36NXF,PRE,2.13,55.286125,True,True,PRE_INTERVENTION
2019-09-09,sentinel2,20190909T074611_20190909T080510_T36NXF,PRE,0.0,11.264435,True,True,PRE_INTERVENTION
2019-09-14,sentinel2,20190914T074609_20190914T080026_T36NXF,PRE,100.0,50.473227,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-09-19,sentinel2,20190919T074611_20190919T080026_T36NXF,PRE,0.0,0.762622,True,True,PRE_INTERVENTION
2019-09-24,sentinel2,20190924T074639_20190924T080925_T36NXF,PRE,0.0,5.761617,True,True,PRE_INTERVENTION
2019-09-29,sentinel2,20190929T074711_20190929T080834_T36NXF,PRE,0.0,16.416183,True,True,PRE_INTERVENTION
2019-10-01,viirs,20191001,PRE,0.0,,True,True,PRE_INTERVENTION
2019-10-04,sentinel2,20191004T074749_20191004T080733_T36NXF,PRE,0.25,5.091557,True,True,PRE_INTERVENTION
2019-10-09,sentinel2,20191009T074821_20191009T080415_T36NXF,PRE,100.0,54.167157,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-10-19,sentinel2,20191019T074931_20191019T080150_T36NXF,PRE,57.53,44.845199,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-10-29,sentinel2,20191029T075031_20191029T075300_T36NXF,PRE,75.39,55.902725,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-11-01,viirs,20191101,PRE,33.86,,True,True,PRE_INTERVENTION
2019-11-03,sentinel2,20191103T075009_20191103T080339_T36NXF,PRE,0.03,9.400964,True,True,PRE_INTERVENTION
2019-11-13,sentinel2,20191113T075059_20191113T080912_T36NXF,PRE,78.4,22.112668,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-11-18,sentinel2,20191118T075211_20191118T080759_T36NXF,PRE,61.94,24.568233,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-11-28,sentinel2,20191128T075251_20191128T075606_T36NXF,PRE,26.87,27.879406,True,True,PRE_INTERVENTION
2019-12-01,viirs,20191201,PRE,0.0,,True,True,PRE_INTERVENTION
2019-12-08,sentinel2,20191208T075311_20191208T075629_T36NXF,PRE,47.84,42.679085,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-12-13,sentinel2,20191213T075229_20191213T080524_T36NXF,PRE,5.81,43.71904,True,True,PRE_INTERVENTION
2019-12-18,sentinel2,20191218T075331_20191218T075640_T36NXF,PRE,23.66,46.774664,True,True,PRE_INTERVENTION
2019-12-28,sentinel2,20191228T075331_20191228T075641_T36NXF,PRE,1.48,67.384894,True,True,PRE_INTERVENTION
2020-01-01,viirs,20200101,PRE,0.0,,True,True,PRE_INTERVENTION
