date,source,image_id,pre_post,aoi_cloud_pct,tile_cloud_pct,aoi_covered,in_clean_set,flags
2019-01-02,sentinel2,20190102T075321_20190102T075634_T36NXF,PRE,0.1,1.208526,True,True,PRE_INTERVENTION
2019-01-07,sentinel2,20190107T075319_20190107T080915_T36NXF,PRE,0.04,1.535161,True,True,PRE_INTERVENTION
2019-01-12,sentinel2,20190112T075301_20190112T075614_T36NXF,PRE,0.0,10.332992,True,True,PRE_INTERVENTION
2019-01-17,sentinel2,20190117T075249_20190117T080836_T36NXF,PRE,0.01,4.038922,True,True,PRE_INTERVENTION
2019-01-22,sentinel2,20190122T075221_20190122T075539_T36NXF,PRE,0.01,0.175152,True,True,PRE_INTERVENTION
2019-01-27,sentinel2,20190127T075209_20190127T080616_T36NXF,PRE,0.07,25.275155,True,True,PRE_INTERVENTION
2019-02-01,sentinel2,20190201T075141_20190201T080139_T36NXF,PRE,0.0,0.033922,True,True,PRE_INTERVENTION
2019-02-06,sentinel2,20190206T075109_20190206T080454_T36NXF,PRE,1.62,39.857907,True,True,PRE_INTERVENTION
2019-02-21,sentinel2,20190221T074931_20190221T075527_T36NXF,PRE,0.1,39.913136,True,True,PRE_INTERVENTION
2019-02-26,sentinel2,20190226T074859_20190226T080814_T36NXF,PRE,0.04,1.42259,True,True,PRE_INTERVENTION
2019-03-03,sentinel2,20190303T074821_20190303T080235_T36NXF,PRE,0.04,9.218931,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-03-08,sentinel2,20190308T074749_20190308T080419_T36NXF,PRE,11.22,22.869967,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-03-13,sentinel2,20190313T074711_20190313T080640_T36NXF,PRE,0.0,0.212103,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-03-18,sentinel2,20190318T074639_20190318T080921_T36NXF,PRE,0.01,4.234091,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-03-23,sentinel2,20190323T074611_20190323T080452_T36NXF,PRE,0.0,0.013716,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-03-28,sentinel2,20190328T074839_20190328T080155_T36NXF,PRE,0.01,15.247992,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-04-02,sentinel2,20190402T074611_20190402T080856_T36NXF,PRE,0.03,36.088291,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-04-12,sentinel2,20190412T074611_20190412T080028_T36NXF,PRE,0.12,5.595738,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-05-02,sentinel2,20190502T074621_20190502T080204_T36NXF,PRE,0.01,34.585644,True,True,PRE_INTERVENTION
2019-05-07,sentinel2,20190507T074619_20190507T080526_T36NXF,PRE,1.7,10.937658,True,True,PRE_INTERVENTION
2019-05-12,sentinel2,20190512T074621_20190512T080030_T36NXF,PRE,0.19,37.874351,True,True,PRE_INTERVENTION
2019-05-17,sentinel2,20190517T074619_20190517T075858_T36NXF,PRE,0.09,14.739789,True,True,PRE_INTERVENTION
2019-05-22,sentinel2,20190522T074621_20190522T080757_T36NXF,PRE,13.47,13.800843,True,True,PRE_INTERVENTION
2019-05-27,sentinel2,20190527T074619_20190527T080335_T36NXF,PRE,13.18,20.755252,True,True,PRE_INTERVENTION
2019-06-01,sentinel2,20190601T074611_20190601T080825_T36NXF,PRE,99.8,53.068604,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-06-06,sentinel2,20190606T074619_20190606T080526_T36NXF,PRE,68.01,13.593349,True,False,HIGH_AOI_CLOUD|PRE_INTERVENTION
2019-06-16,sentinel2,20190616T074619_20190616T080736_T36NXF,PRE,0.51,21.816762,True,True,PRE_INTERVENTION
2019-06-21,sentinel2,20190621T074621_20190621T080443_T36NXF,PRE,0.26,15.989794,True,True,PRE_INTERVENTION
2019-07-01,sentinel2,20190701T074621_20190701T080914_T36NXF,PRE,0.03,1.52331,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-07-06,sentinel2,20190706T074619_20190706T080534_T36NXF,PRE,0.34,5.261014,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-07-11,sentinel2,20190711T074621_20190711T080806_T36NXF,PRE,0.1,12.040833,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-07-16,sentinel2,20190716T074619_20190716T080657_T36NXF,PRE,7.76,20.090634,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-07-21,sentinel2,20190721T074621_20190721T080458_T36NXF,PRE,0.72,15.021416,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-07-26,sentinel2,20190726T074619_20190726T080331_T36NXF,PRE,0.13,14.511661,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-08-05,sentinel2,20190805T074619_20190805T080429_T36NXF,PRE,19.34,11.807672,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-08-15,sentinel2,20190815T074619_20190815T080611_T36NXF,PRE,2.64,10.020375,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-08-20,sentinel2,20190820T074611_20190820T080449_T36NXF,PRE,0.67,23.152575,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-08-25,sentinel2,20190825T074619_20190825T080100_T36NXF,PRE,0.03,2.101732,True,True,OUT_OF_SEASON|PRE_INTERVENTION
2019-08-30,sentinel2,20190830T074611_20190830T080820_T36NXF,PRE,14.58,19.112747,True,True,OUT_OF_SEASON|PRE_INTERVENTION
