date,source,image_id,pre_post,aoi_cloud_pct,tile_cloud_pct,aoi_covered,in_clean_set,flags
2019-01-01,viirs,20190101,PRE,0.0,,True,True,PRE_INTERVENTION
2019-02-01,viirs,20190201,PRE,0.0,,True,True,PRE_INTERVENTION
2019-03-01,viirs,20190301,PRE,0.0,,True,True,PRE_INTERVENTION
2019-04-01,viirs,20190401,PRE,0.0,,True,True,PRE_INTERVENTION
2019-05-01,viirs,20190501,PRE,17.12,,True,True,PRE_INTERVENTION
2019-06-01,viirs,20190601,PRE,0.0,,True,True,PRE_INTERVENTION
2019-07-01,viirs,20190701,PRE,0.0,,True,True,PRE_INTERVENTION
2019-08-01,viirs,20190801,PRE,0.0,,True,True,PRE_INTERVENTION
2019-09-01,viirs,20190901,PRE,0.0,,True,True,PRE_INTERVENTION
2019-10-01,viirs,20191001,PRE,0.0,,True,True,PRE_INTERVENTION
2019-11-01,viirs,20191101,PRE,8.81,,True,True,PRE_INTERVENTION
2019-12-01,viirs,20191201,PRE,0.0,,True,True,PRE_INTERVENTION
2020-01-01,viirs,20200101,PRE,0.0,,True,True,PRE_INTERVENTION
2020-02-01,viirs,20200201,PRE,0.0,,True,True,PRE_INTERVENTION
2020-03-01,viirs,20200301,PRE,0.0,,True,True,PRE_INTERVENTION
2020-04-01,viirs,20200401,PRE,0.0,,True,True,PRE_INTERVENTION
2020-05-01,viirs,20200501,PRE,0.0,,True,True,PRE_INTERVENTION
2020-06-01,viirs,20200601,PRE,0.0,,True,True,PRE_INTERVENTION
2020-07-01,viirs,20200701,PRE,0.0,,True,True,PRE_INTERVENTION
2020-08-01,viirs,20200801,PRE,0.0,,True,True,PRE_INTERVENTION
2020-09-01,viirs,20200901,PRE,0.0,,True,True,PRE_INTERVENTION
2020-10-01,viirs,20201001,PRE,0.0,,True,True,PRE_INTERVENTION
2020-11-01,viirs,20201101,PRE,0.0,,True,True,PRE_INTERVENTION
2020-12-01,viirs,20201201,PRE,0.0,,True,True,PRE_INTERVENTION
2021-01-01,viirs,20210101,PRE,0.0,,True,True,PRE_INTERVENTION
2021-02-01,viirs,20210201,PRE,0.0,,True,True,PRE_INTERVENTION
2021-03-01,viirs,20210301,PRE,0.0,,True,True,PRE_INTERVENTION
2021-04-01,viirs,20210401,PRE,88.11,,True,True,PRE_INTERVENTION
2021-05-01,viirs,20210501,PRE,0.0,,True,True,PRE_INTERVENTION
2021-06-01,viirs,20210601,PRE,0.0,,True,True,PRE_INTERVENTION
2021-07-01,viirs,20210701,PRE,0.0,,True,True,PRE_INTERVENTION
2021-08-01,viirs,20210801,PRE,0.0,,True,True,PRE_INTERVENTION
2021-09-01,viirs,20210901,PRE,0.0,,True,True,PRE_INTERVENTION
2021-10-01,viirs,20211001,PRE,0.0,,True,True,PRE_INTERVENTION
2021-11-01,viirs,20211101,PRE,0.0,,True,True,PRE_INTERVENTION
2021-12-01,viirs,20211201,PRE,0.0,,True,True,PRE_INTERVENTION|NEAR_INTERVENTION
2022-01-01,viirs,20220101,POST,0.0,,True,True,POST_INTERVENTION|NEAR_INTERVENTION
2022-02-01,viirs,20220201,POST,0.0,,True,True,POST_INTERVENTION|NEAR_INTERVENTION
2022-03-01,viirs,20220301,POST,0.0,,True,True,POST_INTERVENTION|NEAR_INTERVENTION
2022-04-01,viirs,20220401,POST,0.0,,True,True,POST_INTERVENTION
2022-05-01,viirs,20220501,POST,0.0,,True,True,POST_INTERVENTION
2022-06-01,viirs,20220601,POST,0.0,,True,True,POST_INTERVENTION
2022-07-01,viirs,20220701,POST,78.55,,True,True,POST_INTERVENTION
2022-08-01,viirs,20220801,POST,0.0,,True,True,POST_INTERVENTION
2022-09-01,viirs,20220901,POST,0.0,,True,True,POST_INTERVENTION
2022-10-01,viirs,20221001,POST,0.0,,True,True,POST_INTERVENTION
2022-11-01,viirs,20221101,POST,0.0,,True,True,POST_INTERVENTION
2022-12-01,viirs,20221201,POST,0.0,,True,True,POST_INTERVENTION
2023-01-01,viirs,20230101,POST,0.0,,True,True,POST_INTERVENTION
2023-02-01,viirs,20230201,POST,0.0,,True,True,POST_INTERVENTION
2023-03-01,viirs,20230301,POST,10.83,,True,True,POST_INTERVENTION
2023-04-01,viirs,20230401,POST,0.0,,True,True,POST_INTERVENTION
2023-05-01,viirs,20230501,POST,0.0,,True,True,POST_INTERVENTION
2023-06-01,viirs,20230601,POST,0.0,,True,True,POST_INTERVENTION
2023-07-01,viirs,20230701,POST,0.0,,True,True,POST_INTERVENTION
2023-08-01,viirs,20230801,POST,0.0,,True,True,POST_INTERVENTION
2023-09-01,viirs,20230901,POST,0.0,,True,True,POST_INTERVENTION
2023-10-01,viirs,20231001,POST,0.0,,True,True,POST_INTERVENTION
2023-11-01,viirs,20231101,POST,0.0,,True,True,POST_INTERVENTION
2023-12-01,viirs,20231201,POST,0.0,,True,True,POST_INTERVENTION
2024-01-01,viirs,20240101,POST,0.0,,True,True,POST_INTERVENTION
2024-02-01,viirs,20240201,POST,0.0,,True,True,POST_INTERVENTION
2024-03-01,viirs,20240301,POST,0.0,,True,True,POST_INTERVENTION
2024-04-01,viirs,20240401,POST,0.0,,True,True,POST_INTERVENTION
2024-05-01,viirs,20240501,POST,0.0,,True,True,POST_INTERVENTION
2024-06-04,viirs,20240604,POST,0.0,,True,True,POST_INTERVENTION
2024-07-01,viirs,20240701,POST,0.0,,True,True,POST_INTERVENTION
2024-08-01,viirs,20240801,POST,0.0,,True,True,POST_INTERVENTION
2024-09-01,viirs,20240901,POST,0.0,,True,True,POST_INTERVENTION
2024-10-01,viirs,20241001,POST,0.0,,True,True,POST_INTERVENTION
2024-11-01,viirs,20241101,POST,0.0,,True,True,POST_INTERVENTION
2024-12-01,viirs,20241201,POST,0.0,,True,True,POST_INTERVENTION
