date,source,image_id,pre_post,aoi_cloud_pct,tile_cloud_pct,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_p10,NDVI_p25,NDVI_p50,NDVI_p75,NDVI_p90,NDWI_mean,NDWI_std,NDWI_min,NDWI_max,NDWI_p10,NDWI_p25,NDWI_p50,NDWI_p75,NDWI_p90,BSI_mean,BSI_std,BSI_min,BSI_max,BSI_p10,BSI_p25,BSI_p50,BSI_p75,BSI_p90,chirps_30d_mm,flags,mgrs_tile,orbit_number,processing_baseline
2019-04-04,sentinel2,20190404T073619_20190404T075837_T36MZE,PRE,0.21,13.16099,0.223791,0.143857,-0.044276,0.765517,0.064432,0.122948,0.189482,0.298996,0.439223,-0.299201,0.129991,-0.721308,0.035422,-0.48235,-0.380861,-0.291056,-0.208958,-0.134722,0.116554,0.064126,-0.249582,0.310901,0.040889,0.099792,0.130813,0.154244,0.177559,9.899,PRE_INTERVENTION,36MZE,92,02.11
2019-04-04,sentinel2,20190404T073619_20190404T075837_T37MBV,PRE,0.21,32.413206,0.227553,0.152783,-0.064231,0.793516,0.060556,0.119085,0.18957,0.306507,0.455133,-0.304456,0.139677,-0.744661,0.064231,-0.502061,-0.392487,-0.295016,-0.208937,-0.126745,0.116645,0.06572,-0.258929,0.342928,0.037201,0.095766,0.130853,0.15425,0.177784,9.899,PRE_INTERVENTION,37MBV,92,02.11
2019-04-09,sentinel2,20190409T073611_20190409T075550_T36MZE,PRE,0.15,13.079363,0.226639,0.154725,-0.151394,0.799948,0.060601,0.115306,0.189336,0.302817,0.459044,-0.313519,0.138987,-0.750628,0.05613,-0.513651,-0.400517,-0.298838,-0.2167,-0.138825,0.134912,0.06791,-0.26076,0.327736,0.052782,0.11531,0.150409,0.173873,0.197222,9.899,PRE_INTERVENTION,36MZE,92,02.11
2019-04-09,sentinel2,20190409T073611_20190409T075550_T37MBV,PRE,0.18,16.143932,0.224165,0.150274,-0.153141,0.786919,0.060556,0.119182,0.185658,0.298852,0.451267,-0.308952,0.134137,-0.730565,0.068395,-0.49811,-0.392571,-0.29501,-0.216895,-0.138823,0.132602,0.067132,-0.257385,0.34293,0.052641,0.115288,0.146452,0.173801,0.193288,9.899,PRE_INTERVENTION,37MBV,92,02.11
2019-04-14,sentinel2,20190414T073619_20190414T080013_T36MZE,PRE,0.24,10.74458,0.223982,0.152286,-0.103139,0.781818,0.060469,0.115202,0.185568,0.298787,0.455041,-0.306119,0.141017,-0.748642,0.053382,-0.50958,-0.392486,-0.29099,-0.205193,-0.134764,0.115503,0.06268,-0.233814,0.310115,0.037101,0.095802,0.130908,0.154254,0.173616,9.899,PRE_INTERVENTION,36MZE,92,02.11
2019-04-14,sentinel2,20190414T073619_20190414T080013_T37MBV,PRE,0.24,29.111823,0.215774,0.136302,-0.081058,0.711975,0.068373,0.119195,0.181625,0.283117,0.419982,-0.291265,0.123297,-0.67955,0.026497,-0.466998,-0.369057,-0.279316,-0.204965,-0.134802,0.110746,0.060017,-0.21063,0.3145,0.033101,0.091735,0.123095,0.146474,0.165953,9.899,PRE_INTERVENTION,37MBV,92,02.11
2019-04-19,sentinel2,20190419T073621_20190419T075106_T36MZE,PRE,0.19,3.476665,0.225477,0.155216,-0.208265,0.799373,0.058344,0.121136,0.183696,0.301032,0.457051,-0.315421,0.139404,-0.747336,0.060039,-0.51772,-0.400605,-0.298814,-0.220713,-0.142536,0.130185,0.068455,-0.247481,0.337076,0.045165,0.1113,0.146407,0.169901,0.193326,9.899,PRE_INTERVENTION,36MZE,92,02.11
2019-04-19,sentinel2,20190419T073621_20190419T075106_T37MBV,PRE,0.26,13.015541,0.225223,0.156145,-0.219459,0.802649,0.058695,0.113421,0.183811,0.300654,0.464889,-0.314387,0.140151,-0.74561,0.063554,-0.517443,-0.396524,-0.298708,-0.216931,-0.142585,0.1291,0.068666,-0.268206,0.339239,0.045037,0.111341,0.146455,0.169799,0.193267,9.899,PRE_INTERVENTION,37MBV,92,02.11
2019-04-29,sentinel2,20190429T073621_20190429T075426_T36MZE,PRE,17.67,43.912713,0.246198,0.117777,-0.006482,0.630003,0.099465,0.158186,0.228669,0.322216,0.419762,-0.280891,0.100747,-0.570701,0.029958,-0.423949,-0.349718,-0.275244,-0.208889,-0.150359,0.052734,0.05566,-0.208345,0.196488,-0.024402,0.028338,0.061516,0.090905,0.112364,99.966,PRE_INTERVENTION,36MZE,92,02.11
2019-04-29,sentinel2,20190429T073621_20190429T075426_T37MBV,PRE,17.78,44.525314,0.242058,0.1156,-0.013338,0.630366,0.099719,0.154384,0.228462,0.314447,0.416056,-0.276331,0.098575,-0.560584,0.023535,-0.416083,-0.341956,-0.271585,-0.205142,-0.146665,0.052575,0.054932,-0.221493,0.198729,-0.024292,0.028394,0.06153,0.0888,0.112305,99.966,PRE_INTERVENTION,37MBV,92,02.11
2019-05-04,sentinel2,20190504T073619_20190504T075111_T36MZE,PRE,2.02,12.427824,0.275376,0.177008,-0.125752,0.822917,0.064509,0.138866,0.244247,0.380804,0.548777,-0.324684,0.155055,-0.730729,0.064916,-0.548853,-0.431812,-0.318491,-0.208829,-0.119242,0.098398,0.083526,-0.400083,0.368339,-0.017462,0.064375,0.119191,0.154263,0.181544,99.966,PRE_INTERVENTION,36MZE,92,02.11
2019-05-04,sentinel2,20190504T073619_20190504T075111_T37MBV,PRE,2.28,40.615313,0.274597,0.176623,-0.127003,0.800255,0.064593,0.13879,0.244348,0.37685,0.548907,-0.322886,0.154419,-0.731569,0.05907,-0.549075,-0.4277,-0.318338,-0.204943,-0.115228,0.097275,0.083537,-0.338289,0.361981,-0.01764,0.060665,0.115178,0.154251,0.181735,99.966,PRE_INTERVENTION,37MBV,92,02.11
2019-05-09,sentinel2,20190509T073621_20190509T075509_T36MZE,PRE,0.03,8.096374,0.306085,0.193534,-0.0642,0.827694,0.060341,0.158117,0.287049,0.431761,0.595674,-0.354245,0.163606,-0.749247,0.084727,-0.584023,-0.466738,-0.357496,-0.240178,-0.13072,0.100567,0.090079,-0.342626,0.341143,-0.029126,0.068466,0.12305,0.162102,0.185538,99.966,PRE_INTERVENTION,36MZE,92,02.12
2019-05-09,sentinel2,20190509T073621_20190509T075509_T37MBV,PRE,0.07,11.783319,0.306795,0.195685,-0.074259,0.8478,0.056566,0.154186,0.283234,0.435767,0.603742,-0.35453,0.165516,-0.747838,0.092374,-0.587912,-0.470658,-0.357286,-0.236201,-0.130517,0.099536,0.090618,-0.332017,0.352735,-0.029197,0.068357,0.123113,0.158331,0.185444,99.966,PRE_INTERVENTION,37MBV,92,02.12
2019-05-14,sentinel2,20190514T073619_20190514T074937_T36MZE,PRE,0.31,29.375021,0.276258,0.161902,-0.031733,0.772962,0.080101,0.154388,0.251949,0.372906,0.525428,-0.323468,0.141053,-0.695618,0.038409,-0.525644,-0.420061,-0.318372,-0.220573,-0.138691,0.079083,0.073678,-0.294566,0.304444,-0.024979,0.056776,0.095791,0.126863,0.150325,99.966,PRE_INTERVENTION,36MZE,92,02.12
2019-05-14,sentinel2,20190514T073619_20190514T074937_T37MBV,PRE,0.34,48.453831,0.277237,0.164006,-0.035615,0.765967,0.076329,0.150429,0.251947,0.376966,0.529166,-0.323993,0.14316,-0.695751,0.037176,-0.529387,-0.41996,-0.318325,-0.220687,-0.134963,0.078358,0.074093,-0.284971,0.32643,-0.025343,0.052597,0.095747,0.126895,0.150291,99.966,PRE_INTERVENTION,37MBV,92,02.12
2019-05-19,sentinel2,20190519T073621_20190519T075733_T36MZE,PRE,0.46,18.225211,0.331462,0.200698,-0.145374,0.865125,0.066423,0.176053,0.316543,0.464533,0.629108,-0.37706,0.171994,-0.778908,0.114191,-0.607596,-0.497961,-0.384901,-0.260062,-0.134561,0.079291,0.097131,-0.354871,0.339795,-0.060654,0.041005,0.103587,0.146349,0.177642,99.966,PRE_INTERVENTION,36MZE,92,02.12
2019-05-19,sentinel2,20190519T073621_20190519T075733_T37MBV,PRE,0.47,33.078111,0.330984,0.201312,-0.151471,0.871979,0.066642,0.175831,0.316291,0.456833,0.628909,-0.375916,0.17255,-0.78125,0.129126,-0.611604,-0.494131,-0.384829,-0.255955,-0.134881,0.078141,0.097221,-0.376977,0.342728,-0.064346,0.04118,0.103507,0.142489,0.173766,99.966,PRE_INTERVENTION,37MBV,92,02.12
2019-05-29,sentinel2,20190529T073621_20190529T075508_T36MZE,PRE,1.56,37.219355,0.329949,0.138366,-0.01892,0.783521,0.150478,0.21677,0.330079,0.43179,0.50576,-0.336008,0.11581,-0.71499,-0.011469,-0.482322,-0.415912,-0.341937,-0.244064,-0.181824,0.016888,0.069684,-0.315392,0.283549,-0.075976,-0.025341,0.025372,0.060447,0.099587,0.0,PRE_INTERVENTION,36MZE,92,02.12
2019-05-29,sentinel2,20190529T073621_20190529T075508_T37MBV,PRE,1.4,40.442074,0.328962,0.137831,-0.012648,0.790739,0.150223,0.216663,0.330256,0.427691,0.505569,-0.33416,0.115304,-0.707738,-0.007222,-0.482549,-0.416013,-0.337968,-0.244107,-0.181576,0.016055,0.069415,-0.326822,0.274633,-0.076185,-0.025497,0.021421,0.060557,0.099577,0.0,PRE_INTERVENTION,37MBV,92,02.12
2019-07-03,sentinel2,20190703T073619_20190703T075901_T36MZE,PRE,0.1,32.468285,0.479453,0.247209,-0.041594,0.870002,0.099637,0.2599,0.525651,0.697261,0.779401,-0.459089,0.191857,-0.766763,0.046552,-0.685451,-0.623079,-0.498029,-0.302654,-0.162266,-0.059553,0.14389,-0.423835,0.29126,-0.259909,-0.173946,-0.056697,0.068534,0.126898,49.523,PRE_INTERVENTION,36MZE,92,02.12
2019-07-03,sentinel2,20190703T073619_20190703T075901_T37MBV,PRE,0.01,40.086943,0.476928,0.245567,-0.039612,0.866017,0.103559,0.255738,0.521454,0.693358,0.775463,-0.455348,0.19044,-0.761677,0.046435,-0.677653,-0.615206,-0.494481,-0.298759,-0.162073,-0.060022,0.142997,-0.438574,0.308312,-0.25969,-0.173758,-0.060548,0.068099,0.126934,49.523,PRE_INTERVENTION,37MBV,92,02.12
2019-07-08,sentinel2,20190708T073621_20190708T075549_T36MZE,PRE,18.65,42.155812,0.402509,0.181031,0.032173,0.741205,0.134973,0.23652,0.427521,0.560648,0.623031,-0.390964,0.144133,-0.651777,-0.011738,-0.560458,-0.513664,-0.415869,-0.271831,-0.173897,-0.076315,0.099059,-0.331893,0.171701,-0.209125,-0.154293,-0.076346,0.013813,0.052686,27.035,PRE_INTERVENTION,36MZE,92,02.13
2019-07-08,sentinel2,20190708T073621_20190708T075549_T37MBV,PRE,18.38,41.932048,0.402729,0.18192,0.028773,0.741083,0.134741,0.240199,0.427624,0.560536,0.627047,-0.389047,0.144655,-0.659175,-0.011253,-0.560484,-0.509993,-0.416187,-0.267492,-0.169901,-0.077928,0.099356,-0.331466,0.182868,-0.212738,-0.158235,-0.076217,0.013446,0.048832,27.035,PRE_INTERVENTION,37MBV,92,02.13
2019-07-13,sentinel2,20190713T073619_20190713T075952_T36MZE,PRE,0.27,30.898201,0.442169,0.227975,-0.03824,0.85572,0.103475,0.244388,0.466861,0.638715,0.732229,-0.438971,0.180721,-0.753906,0.044993,-0.658214,-0.587815,-0.470827,-0.295084,-0.162092,-0.035623,0.126339,-0.391656,0.319522,-0.216677,-0.126976,-0.025433,0.072313,0.12296,33.476,PRE_INTERVENTION,36MZE,92,02.13
2019-07-13,sentinel2,20190713T073619_20190713T075952_T37MBV,PRE,0.28,43.382202,0.445655,0.234916,-0.060621,0.873069,0.095587,0.240128,0.474584,0.646322,0.747828,-0.442954,0.18689,-0.767164,0.076384,-0.66984,-0.599795,-0.474879,-0.294919,-0.158252,-0.035947,0.128893,-0.409655,0.336163,-0.220731,-0.130972,-0.029302,0.076154,0.123072,33.476,PRE_INTERVENTION,37MBV,92,02.13
2019-07-23,sentinel2,20190723T073619_20190723T075433_T37MBV,PRE,12.06,58.710585,0.378537,0.216986,-0.088042,0.839746,0.068458,0.204895,0.392702,0.548749,0.669694,-0.364155,0.181715,-0.723304,0.101958,-0.595557,-0.505871,-0.384802,-0.224691,-0.091828,-0.056351,0.115678,-0.437037,0.233035,-0.220854,-0.130584,-0.041133,0.029186,0.084015,42.247,PRE_INTERVENTION,37MBV,92,02.13
2019-08-02,sentinel2,20190802T073619_20190802T075820_T36MZE,PRE,0.07,3.936337,0.441807,0.227863,-0.03714,0.871658,0.103313,0.244011,0.474765,0.630634,0.73265,-0.442854,0.177253,-0.77357,0.038483,-0.658348,-0.584111,-0.478635,-0.302835,-0.174157,-0.005185,0.122171,-0.407222,0.382729,-0.177642,-0.087919,0.001806,0.095712,0.146381,39.772,PRE_INTERVENTION,36MZE,92,02.13
2019-08-02,sentinel2,20190802T073619_20190802T075820_T37MBV,PRE,0.06,34.33447,0.440836,0.227795,-0.049369,0.876507,0.09941,0.240071,0.474558,0.626748,0.728492,-0.440732,0.177059,-0.773985,0.05943,-0.654229,-0.579977,-0.474613,-0.302528,-0.170067,-0.006365,0.122033,-0.41841,0.382652,-0.177382,-0.087776,0.00176,0.091712,0.142581,39.772,PRE_INTERVENTION,37MBV,92,02.13
2019-08-07,sentinel2,20190807T073621_20190807T075530_T36MZE,PRE,3.0,38.855305,0.39525,0.219888,-0.068327,0.865495,0.088009,0.205106,0.404332,0.580221,0.689394,-0.388865,0.176065,-0.748043,0.118609,-0.615384,-0.533118,-0.404536,-0.24012,-0.142646,-0.010421,0.111681,-0.413409,0.283424,-0.165975,-0.079883,-0.001943,0.072265,0.130923,39.772,PRE_INTERVENTION,36MZE,92,02.13
2019-08-12,sentinel2,20190812T073619_20190812T075555_T36MZE,PRE,0.0,13.978268,0.380891,0.202024,-0.034445,0.844629,0.091698,0.209444,0.392547,0.53718,0.654296,-0.407379,0.162824,-0.750223,0.032312,-0.611402,-0.533145,-0.431814,-0.279343,-0.165869,0.03546,0.102374,-0.383129,0.323326,-0.107394,-0.025383,0.05283,0.11534,0.150238,31.232,PRE_INTERVENTION,36MZE,92,02.13
2019-08-12,sentinel2,20190812T073619_20190812T075555_T37MBV,PRE,0.0,46.828533,0.379739,0.200946,-0.028939,0.851489,0.091821,0.208753,0.392773,0.533104,0.65052,-0.404613,0.161787,-0.75656,0.023626,-0.607313,-0.529248,-0.427634,-0.279174,-0.162238,0.03394,0.101956,-0.374461,0.347405,-0.111274,-0.025544,0.052693,0.111313,0.146249,31.232,PRE_INTERVENTION,37MBV,92,02.13
2019-08-22,sentinel2,20190822T073619_20190822T075828_T36MZE,PRE,0.46,26.975281,0.3226,0.178198,-0.039062,0.805423,0.084004,0.177799,0.318443,0.447196,0.572574,-0.367619,0.151904,-0.73023,0.032004,-0.564473,-0.482312,-0.380851,-0.251982,-0.150585,0.06061,0.080088,-0.321429,0.314799,-0.048671,0.021513,0.076123,0.119125,0.142593,16.669,PRE_INTERVENTION,36MZE,92,02.13
2019-08-22,sentinel2,20190822T073619_20190822T075828_T37MBV,PRE,0.45,49.182634,0.32043,0.17561,-0.037402,0.810701,0.083877,0.173838,0.314569,0.443451,0.567961,-0.363375,0.149214,-0.734281,0.030453,-0.556679,-0.474355,-0.37702,-0.248154,-0.150505,0.058562,0.079594,-0.320736,0.327475,-0.048781,0.017691,0.076264,0.115373,0.142387,16.669,PRE_INTERVENTION,37MBV,92,02.13
2019-08-27,sentinel2,20190827T073611_20190827T075314_T36MZE,PRE,0.28,12.885784,0.303613,0.176228,-0.043285,0.822779,0.072167,0.161978,0.290939,0.41996,0.556472,-0.362915,0.151355,-0.748268,0.038743,-0.564534,-0.470517,-0.372991,-0.2518,-0.150241,0.086293,0.075605,-0.301651,0.313609,-0.01746,0.052796,0.10348,0.138608,0.162021,16.669,PRE_INTERVENTION,36MZE,92,02.13
2019-08-27,sentinel2,20190827T073611_20190827T075314_T37MBV,PRE,0.22,17.112853,0.301681,0.174577,-0.043268,0.828404,0.072425,0.162121,0.286983,0.416232,0.552976,-0.359889,0.149567,-0.749028,0.041414,-0.560653,-0.466876,-0.369058,-0.248069,-0.150332,0.084739,0.075299,-0.306347,0.321814,-0.017516,0.052708,0.103456,0.134642,0.162105,16.669,PRE_INTERVENTION,37MBV,92,02.13
2020-04-03,sentinel2,20200403T073611_20200403T075522_T36MZE,PRE,0.0,2.510209,0.490437,0.239014,-0.025424,0.871479,0.111418,0.287053,0.552898,0.689491,0.771523,-0.472647,0.186573,-0.767045,0.040845,-0.685474,-0.619118,-0.525338,-0.330083,-0.17381,-0.06344,0.134792,-0.421241,0.281893,-0.248029,-0.165845,-0.068254,0.052683,0.119074,129.881,PRE_INTERVENTION,36MZE,92,02.14
2020-04-03,sentinel2,20200403T073611_20200403T075522_T37MBV,PRE,0.51,8.65105,0.491171,0.238815,-0.025019,0.873285,0.107583,0.290976,0.552672,0.689504,0.77164,-0.472043,0.186113,-0.765123,0.036239,-0.685542,-0.619035,-0.525563,-0.329957,-0.17374,-0.064915,0.135042,-0.428237,0.292404,-0.247903,-0.165949,-0.072378,0.052791,0.119238,129.881,PRE_INTERVENTION,37MBV,92,02.14
2020-04-08,sentinel2,20200408T073609_20200408T075331_T36MZE,PRE,0.0,0.633608,0.495695,0.248942,-0.032294,0.893928,0.107248,0.279079,0.55281,0.708968,0.795019,-0.486105,0.194995,-0.793561,0.029185,-0.712918,-0.642522,-0.537075,-0.333792,-0.177928,-0.055821,0.143207,-0.444491,0.318605,-0.251954,-0.162338,-0.056643,0.068333,0.130743,110.838,PRE_INTERVENTION,36MZE,92,02.14
2020-04-08,sentinel2,20200408T073609_20200408T075331_T37MBV,PRE,0.0,8.519624,0.494623,0.249032,-0.031089,0.894796,0.103399,0.279298,0.552811,0.704992,0.790875,-0.483944,0.195006,-0.793839,0.028712,-0.70888,-0.642532,-0.533249,-0.330272,-0.177946,-0.056938,0.143171,-0.450122,0.337369,-0.256,-0.162185,-0.056696,0.068516,0.130671,110.838,PRE_INTERVENTION,37MBV,92,02.14
2020-05-13,sentinel2,20200513T073621_20200513T075311_T36MZE,PRE,0.07,2.00911,0.506584,0.261091,-0.044729,0.887238,0.095772,0.275517,0.572178,0.732578,0.810427,-0.476759,0.207555,-0.788858,0.11408,-0.712927,-0.650388,-0.533394,-0.310338,-0.150535,-0.077346,0.1559,-0.486577,0.347901,-0.287225,-0.201113,-0.083976,0.056653,0.134766,339.335,PRE_INTERVENTION,36MZE,92,02.14
2020-05-13,sentinel2,20200513T073621_20200513T075311_T37MBV,PRE,0.31,1.620758,0.506054,0.260739,-0.057614,0.889073,0.095706,0.275656,0.572257,0.732352,0.810491,-0.474971,0.207163,-0.785989,0.116456,-0.709015,-0.646454,-0.533232,-0.310328,-0.150636,-0.078608,0.155775,-0.482179,0.348211,-0.287125,-0.201118,-0.087961,0.056566,0.130856,339.335,PRE_INTERVENTION,37MBV,92,02.14
2020-05-18,sentinel2,20200518T073609_20200518T075715_T36MZE,PRE,0.04,1.8082,0.514061,0.270289,-0.242991,0.909735,0.089879,0.27698,0.582016,0.746031,0.831975,-0.486259,0.217783,-0.806827,0.365949,-0.730354,-0.667961,-0.543032,-0.316632,-0.152505,-0.083123,0.164412,-0.517728,0.370513,-0.302595,-0.212888,-0.091734,0.060613,0.13872,286.966,PRE_INTERVENTION,36MZE,92,02.14
2020-05-18,sentinel2,20200518T073609_20200518T075715_T37MBV,PRE,0.22,5.939848,0.512157,0.267097,-0.212528,0.907495,0.097693,0.277388,0.574356,0.746112,0.824052,-0.48272,0.215018,-0.805096,0.345725,-0.722807,-0.660293,-0.543192,-0.309108,-0.152858,-0.084591,0.163228,-0.50465,0.363081,-0.302816,-0.212838,-0.095645,0.060643,0.138394,286.966,PRE_INTERVENTION,37MBV,92,02.14
2020-05-23,sentinel2,20200523T073621_20200523T075355_T36MZE,PRE,12.94,21.815391,0.405068,0.193539,-0.027962,0.842305,0.138724,0.244218,0.408396,0.552721,0.669881,-0.373854,0.161061,-0.754894,0.053241,-0.591873,-0.494271,-0.376838,-0.243991,-0.150249,-0.077923,0.104805,-0.418177,0.243685,-0.213088,-0.146518,-0.08003,-0.005834,0.060361,190.746,PRE_INTERVENTION,36MZE,92,02.14
2020-05-23,sentinel2,20200523T073621_20200523T075355_T37MBV,PRE,12.85,26.090133,0.403614,0.194469,-0.032883,0.841441,0.134787,0.244518,0.408176,0.548957,0.665938,-0.371702,0.162006,-0.753378,0.05018,-0.591661,-0.494156,-0.377154,-0.240079,-0.146718,-0.078255,0.105014,-0.399328,0.248924,-0.212892,-0.146505,-0.080196,-0.005919,0.060439,190.746,PRE_INTERVENTION,37MBV,92,02.14
2020-05-28,sentinel2,20200528T073619_20200528T075944_T36MZE,PRE,0.14,2.611252,0.497344,0.256721,-0.178363,0.896593,0.097562,0.277365,0.550735,0.7227,0.808768,-0.479328,0.205367,-0.801944,0.215084,-0.722694,-0.652453,-0.527115,-0.324422,-0.160087,-0.071122,0.15757,-0.518541,0.320287,-0.283116,-0.193385,-0.072216,0.068538,0.138576,116.002,PRE_INTERVENTION,36MZE,92,02.14
2020-05-28,sentinel2,20200528T073619_20200528T075944_T37MBV,PRE,0.38,11.844653,0.495331,0.252619,-0.155196,0.891936,0.098001,0.276881,0.542986,0.714738,0.800877,-0.475419,0.201767,-0.794554,0.203571,-0.714866,-0.644553,-0.519591,-0.32434,-0.167497,-0.073128,0.156312,-0.507038,0.338739,-0.28328,-0.197341,-0.076192,0.064412,0.134955,116.002,PRE_INTERVENTION,37MBV,92,02.14
2020-07-12,sentinel2,20200712T073621_20200712T075310_T36MZE,PRE,0.0,16.84344,0.420984,0.225998,-0.333333,0.858125,0.090198,0.230119,0.464974,0.605454,0.69902,-0.419828,0.18788,-0.738445,0.413623,-0.628764,-0.566287,-0.46477,-0.285096,-0.152127,-0.004879,0.129561,-0.492511,0.311072,-0.177664,-0.087817,0.009879,0.099608,0.146564,68.635,PRE_INTERVENTION,36MZE,92,02.14
2020-07-12,sentinel2,20200712T073621_20200712T075310_T37MBV,PRE,0.0,17.081288,0.417158,0.222022,-0.306077,0.847066,0.089848,0.230438,0.457122,0.597494,0.691518,-0.414195,0.184087,-0.723471,0.39265,-0.621069,-0.558554,-0.464983,-0.277426,-0.152378,-0.006573,0.128521,-0.491531,0.330914,-0.181713,-0.087676,0.009806,0.095682,0.146516,68.635,PRE_INTERVENTION,37MBV,92,02.14
2020-07-22,sentinel2,20200722T073621_20200722T075354_T36MZE,PRE,4.09,51.340526,0.377647,0.186794,-0.101472,0.807633,0.103253,0.236326,0.400496,0.513817,0.615143,-0.365281,0.157739,-0.719599,0.164589,-0.556553,-0.4825,-0.392512,-0.248068,-0.13465,-0.029455,0.104855,-0.444764,0.31245,-0.162037,-0.087953,-0.025356,0.037281,0.107549,18.974,PRE_INTERVENTION,36MZE,92,02.14
2020-08-01,sentinel2,20200801T073621_20200801T075033_T36MZE,PRE,7.74,6.657322,0.368551,0.196966,-0.277021,0.828602,0.081681,0.206928,0.386906,0.519732,0.621275,-0.393898,0.165311,-0.718636,0.339967,-0.597549,-0.527263,-0.425692,-0.254082,-0.152425,0.03336,0.107637,-0.517018,0.330632,-0.099454,-0.025486,0.049029,0.111287,0.150367,34.188,PRE_INTERVENTION,36MZE,92,02.14
2020-08-01,sentinel2,20200801T073621_20200801T075033_T37MBV,PRE,7.85,35.426999,0.36717,0.194444,-0.254902,0.82706,0.082332,0.207002,0.386669,0.519508,0.620798,-0.390837,0.162676,-0.715287,0.319772,-0.589744,-0.519528,-0.418157,-0.253963,-0.152118,0.032103,0.10647,-0.530046,0.327489,-0.099465,-0.025379,0.044737,0.107362,0.150278,34.188,PRE_INTERVENTION,37MBV,92,02.14
2020-08-06,sentinel2,20200806T073619_20200806T074918_T36MZE,PRE,4.46,21.878923,0.358218,0.183899,-0.081705,0.851234,0.119176,0.197238,0.361408,0.494055,0.607341,-0.374196,0.151634,-0.724081,0.170144,-0.564611,-0.494207,-0.400254,-0.232342,-0.169737,0.010567,0.119396,-0.500613,0.328975,-0.142352,-0.036973,0.037044,0.08789,0.126902,34.188,PRE_INTERVENTION,36MZE,92,02.14
2020-08-06,sentinel2,20200806T073619_20200806T074918_T37MBV,PRE,4.4,37.55521,0.358037,0.184206,-0.027758,0.854743,0.119121,0.197093,0.361406,0.494002,0.611318,-0.372849,0.151683,-0.728883,0.125838,-0.560407,-0.494268,-0.396654,-0.232181,-0.165814,0.009285,0.119267,-0.5,0.324501,-0.142517,-0.037257,0.037115,0.087921,0.123083,34.188,PRE_INTERVENTION,37MBV,92,02.14
2020-08-11,sentinel2,20200811T073621_20200811T075652_T36MZE,PRE,0.15,1.047069,0.360342,0.183988,-0.152516,0.8541,0.097639,0.215139,0.370815,0.488317,0.598058,-0.393793,0.148456,-0.722387,0.196361,-0.56455,-0.505805,-0.427736,-0.279491,-0.169938,0.047595,0.129173,-0.492191,0.345918,-0.127316,-0.001993,0.084076,0.13477,0.165836,29.272,PRE_INTERVENTION,36MZE,92,02.14
2020-08-11,sentinel2,20200811T073621_20200811T075652_T37MBV,PRE,0.14,16.314123,0.357237,0.179866,-0.136955,0.841486,0.099823,0.212635,0.369285,0.482274,0.588119,-0.388131,0.144672,-0.721363,0.178203,-0.552809,-0.498158,-0.423726,-0.279029,-0.170099,0.044668,0.128124,-0.483041,0.344055,-0.130876,-0.001739,0.080034,0.134779,0.162222,29.272,PRE_INTERVENTION,37MBV,92,02.14
2020-08-26,sentinel2,20200826T073619_20200826T075931_T36MZE,PRE,0.0,28.11632,0.382695,0.205555,-0.299603,0.889932,0.081767,0.222636,0.409964,0.535059,0.644452,-0.400599,0.167467,-0.759489,0.36795,-0.590097,-0.527201,-0.441303,-0.277451,-0.144378,0.013161,0.13428,-0.545027,0.331219,-0.161584,-0.041136,0.045046,0.107362,0.142577,61.362,PRE_INTERVENTION,36MZE,92,02.14
2020-08-26,sentinel2,20200826T073619_20200826T075931_T37MBV,PRE,0.0,51.028094,0.38033,0.200996,-0.266476,0.881777,0.081866,0.214774,0.402444,0.527515,0.636283,-0.395938,0.163083,-0.755745,0.341902,-0.581785,-0.519585,-0.433484,-0.277911,-0.152407,0.010624,0.133241,-0.53453,0.337258,-0.165689,-0.041313,0.040948,0.103578,0.138698,61.362,PRE_INTERVENTION,37MBV,92,02.14
2020-08-31,sentinel2,20200831T073621_20200831T075940_T36MZE,PRE,0.07,15.161238,0.378435,0.204846,-0.194064,0.884683,0.081846,0.21497,0.39454,0.527524,0.644255,-0.406539,0.165903,-0.760143,0.294351,-0.597195,-0.5352,-0.441035,-0.285603,-0.152671,0.030148,0.13497,-0.523587,0.336659,-0.150733,-0.021442,0.06444,0.122972,0.15816,52.121,PRE_INTERVENTION,36MZE,92,02.14
2020-08-31,sentinel2,20200831T073621_20200831T075940_T37MBV,PRE,0.19,10.131878,0.375709,0.199424,-0.15048,0.877328,0.081814,0.214669,0.386788,0.519746,0.636488,-0.401323,0.160564,-0.752123,0.259813,-0.581878,-0.527337,-0.433743,-0.285329,-0.160078,0.027201,0.133578,-0.516543,0.322926,-0.150368,-0.025351,0.060592,0.119209,0.154287,52.121,PRE_INTERVENTION,37MBV,92,02.14
2021-04-03,sentinel2,20210403T073609_20210403T075438_T36MZE,PRE,0.36,12.287119,0.38479,0.219184,-0.218225,0.906269,0.066127,0.214582,0.39463,0.550706,0.68342,-0.408218,0.181458,-0.802527,0.319231,-0.621269,-0.543139,-0.449216,-0.277732,-0.128643,0.033629,0.124813,-0.545137,0.341001,-0.146356,-0.029279,0.060577,0.119071,0.154237,46.602,PRE_INTERVENTION,36MZE,92,03.00
